timeframe,session,n_barer,ATR_pct_p10,ATR_pct_p50,ATR_pct_p90,ATR_pct_middel,R_usd_ved_ATR_p50,R_usd_ved_ATR_p90,R_usd_middel,risiko_pct_af_MLL_netto_ved_ATR_p50,risiko_pct_af_MLL_netto_ved_ATR_p90,omk_usd_rundtur,omk_R_ved_R_p50,be_WR_pct_ved_R_p50,be_WR_pct_ved_middel_R
1m,RTH,717966,0.031124320613451398,0.06297857052942663,0.13057612484410036,0.07507646067442303,36.70139176172866,76.09454251414792,43.75155822262676,1.966402474851125,3.936060012472088,2.6266577352938434,0.07156834139551241,35.718944713183745,35.33452509426695
3m,RTH,239326,0.05809440674314303,0.11164662409610462,0.2221227033984261,0.13145050254521268,65.06318665824593,129.44422663246678,76.60409486324815,3.3844922196769884,6.603544218388031,2.6266577352938434,0.040370874379251576,34.67902914597505,34.47629126527457
5m,RTH,143597,0.07930761053188869,0.14616894397075053,0.2847694374952755,0.17118080874795064,85.18141378839458,165.95223739474676,99.75732810595572,4.390403576184422,8.428944756502029,2.6266577352938434,0.030836042963772792,34.36120143212576,34.21101580043121
15m,RTH,47868,0.15200297077634015,0.2567541027636573,0.47689082433182034,0.2969741450429296,149.6260209265489,277.91289678761166,173.0646527652177,7.612633933092137,14.026977726145276,2.6266577352938434,0.01755481913525766,33.91849397117526,33.83924402303325
1m,døgn,2595951,0.01332726582693664,0.03248689363648114,0.08740262224454601,0.044108838086462016,18.93206213559575,50.93475213923163,25.704866483266606,1.0889359935444796,2.6890704937262737,2.846657735293843,0.1503617363446956,38.345391211489854,37.02479740836489
3m,døgn,865753,0.02560811826060753,0.059726203223593365,0.1508309075681571,0.07824922174551172,34.806042190581266,87.89821969441923,45.6005164644144,1.8826349962937556,4.537243871485654,2.846657735293843,0.08178630939153911,36.05954364638464,35.41419992287098
5m,døgn,519521,0.03496643806181867,0.07964351814203588,0.19342949464245887,0.1022119633029275,46.41305663245283,112.72297229783933,59.56504373441404,2.462985718387334,5.778481501656659,2.846657735293843,0.06133312351816557,35.37777078393885,34.92635812148839
15m,døgn,173217,0.07143872532643505,0.14772183486182244,0.3156821775420873,0.17905784031591315,86.08637648407564,183.9669457844268,104.34774702250154,4.4466517109684744,9.340680175986032,2.846657735293843,0.03306745912136772,34.435581970712256,34.24268302112295
