buffer,BE,side,periode,signaler_sprunget_over_position_n,signaler_sprunget_over_dagslukket_n,zoner_n,beroeringer_n,ugyldig_foer_aktiv_pct,handler_n,censurerede_zoner_n,middel_R_brutto,middel_R_netto,middel_R_netto_ci95_lo,middel_R_netto_ci95_hi,win_rate_pct_netto,win_rate_ci95_lo_pct,win_rate_ci95_hi_pct,udfald_maal_pct,udfald_stop_pct,udfald_BE_pct,udfald_tidsexit_pct,udfald_censureret_pct,tidsexit_middel_R_netto,dage_med_handel_n,handler_pr_dag_middel,strejf_uden_gennemhandling_n,strejf_hvis_fyldt_middel_R_netto,strejf_hvis_fyldt_win_rate_pct_netto,risiko_pt_p10,kontrakter_p10,risiko_pt_p50,kontrakter_p50,risiko_pt_p90,kontrakter_p90,omk_R_netto_p50,kontrakter_maks,afvist_kontrakter_nul_n,N1_middel_R_netto_p5,N1_middel_R_netto_p50,N1_middel_R_netto_p95,N1_handler_n_p50,p_FWE,N2_middel_R_netto_p50
buffer_10,ingen,demand,2022,0,2246,1712,1193,29.55607476635514,121,0,0.1606323243415441,0.10939696116688052,-0.14886994816613686,0.3676638704998979,35.53719008264463,27.574581334709393,44.389860341457336,35.53719008264463,59.50413223140496,0.0,4.958677685950414,0.0,0.9359614298805697,121,1.0,0,,,15.674999999999272,1.0,33.82500000000073,3.0,72.04999999999927,7.0,0.038832224685882384,34.0,7,-0.052174809477772824,0.016391925894470503,0.08855820524049862,848.0,,-0.41528603989754753
buffer_10,ingen,demand,2023,0,2246,1713,1141,30.122591943957968,102,4,0.3380175068166209,0.2611949882068672,-0.018246856796683975,0.5406368332104183,39.21568627450981,30.2975181892627,48.91667609232768,39.21568627450981,50.0,0.0,10.784313725490197,0.0,0.48930805416041084,102,1.0,2,1.1110380328852,50.0,9.075000000000728,2.0,22.274999999999636,5.0,48.785000000000245,13.0,0.058967452300786594,37.0,1,-0.052174809477772824,0.016391925894470503,0.08855820524049862,848.0,,-0.41528603989754753
buffer_10,ingen,supply,2019-2023,0,2246,7724,5242,30.64474365613672,547,1,0.11110276865460414,0.0187386870135924,-0.10038110217284765,0.13785847620003244,34.73491773308958,30.86383877608706,38.81890798783062,34.73491773308958,59.41499085923218,0.0,5.850091407678245,0.0,0.2383840390707272,547,1.0,6,1.5436220175329367,83.33333333333333,7.424999999999272,2.0,20.625,6.0,56.072500000000424,16.0,0.06368484848484848,50.0,7,-0.052174809477772824,0.016391925894470503,0.08855820524049862,848.0,,-0.41528603989754753
buffer_10,ingen,supply,2019,0,2246,1085,779,27.37327188940092,74,0,-0.19327675809284306,-0.3735907688634773,-0.6751183480553584,-0.07206318967159614,24.324324324324323,15.976497840780478,35.206328668763675,24.324324324324323,70.27027027027027,0.0,5.405405405405405,0.0,0.5527525294349152,74,1.0,1,1.6815757575757577,100.0,4.399999999999636,6.0,8.524999999999636,14.0,19.360000000000046,28.0,0.1540762463343174,50.0,0,-0.052174809477772824,0.016391925894470503,0.08855820524049862,848.0,,-0.41528603989754753
buffer_10,ingen,supply,2020,0,2246,1633,1066,32.94549908144519,108,0,0.1483959975030089,0.06315674034985566,-0.21327140522694868,0.33958488592666003,37.03703703703704,28.521534777174484,46.443026401439944,37.03703703703704,60.18518518518518,0.0,2.7777777777777777,0.0,0.5057544158398714,108,1.0,1,1.967943868212325,100.0,8.524999999999636,2.0,20.625,6.0,50.490000000000514,14.0,0.06368484848484848,50.0,2,-0.052174809477772824,0.016391925894470503,0.08855820524049862,848.0,,-0.41528603989754753
buffer_10,ingen,supply,2021,0,2246,1630,1093,31.96319018404908,122,0,0.13647517110771062,0.04874276576011249,-0.20020079103726793,0.2976863225574929,34.42622950819672,26.58673683825975,43.21653757057835,34.42622950819672,54.91803278688525,0.0,10.655737704918034,0.0,-0.01523538064342039,122,1.0,2,0.8655523239235812,50.0,8.16750000000011,2.0,19.524999999999636,6.0,51.589999999999606,15.0,0.06727272727272852,30.0,1,-0.052174809477772824,0.016391925894470503,0.08855820524049862,848.0,,-0.41528603989754753
buffer_10,ingen,supply,2022,0,2246,1728,1194,28.53009259259259,116,0,0.2589015702296884,0.20201937214902205,-0.06774989650267682,0.4717886408007209,39.6551724137931,31.222302945154052,48.75123856863158,39.6551724137931,56.03448275862069,0.0,4.310344827586207,0.0,0.6625096184879513,116,1.0,1,1.943138528138529,100.0,15.125,1.0,33.82500000000073,3.0,77.99000000000036,8.0,0.038832224685882384,23.0,4,-0.052174809477772824,0.016391925894470503,0.08855820524049862,848.0,,-0.41528603989754753
buffer_10,ingen,supply,2023,0,2246,1648,1110,31.432038834951456,127,1,0.09737302205377442,0.013338473563210025,-0.23574513391034785,0.2624220810367679,34.645669291338585,26.930645861180576,43.262288128155475,34.645669291338585,59.84251968503937,0.0,5.511811023622047,0.0,0.11221824870410056,127,1.0,1,1.9379693034238468,100.0,8.910000000000402,2.0,21.174999999999272,5.0,50.022499999999866,13.300000000000011,0.062030696576153246,34.0,0,-0.052174809477772824,0.016391925894470503,0.08855820524049862,848.0,,-0.41528603989754753
buffer_10,BE_1_0R,alle,2019-2023,112,1850,15650,10749,29.34185303514377,1375,5,0.16083176446787453,0.0688449757071579,0.005865427129532988,0.1318245242847828,25.6,23.3634271229839,27.972529907645427,25.6,37.236363636363635,31.272727272727273,5.890909090909091,0.0,0.43359961939685276,1095,1.2557077625570776,12,1.0063629692151947,58.333333333333336,7.424999999999272,2.0,20.899999999999636,5.0,55.274999999999636,16.0,0.06284688995215419,50.0,18,-0.0372094918493525,0.021153358867725472,0.07716277177462964,970.5,,-0.3864219661696603
buffer_10,BE_1_0R,alle,2019,112,1850,2190,1538,27.80821917808219,196,0,-0.007248011033031461,-0.1980675798834551,-0.3584269325306765,-0.03770822723623374,20.408163265306122,15.360306356077308,26.593680226816936,20.408163265306122,42.3469387755102,30.612244897959183,6.63265306122449,0.0,0.2680510329278571,158,1.240506329113924,2,0.2780638528138367,50.0,4.125,6.0,8.800000000000182,14.0,20.51499999999997,30.0,0.14926136363636053,50.0,0,-0.0372094918493525,0.021153358867725472,0.07716277177462964,970.5,,-0.3864219661696603
buffer_10,BE_1_0R,alle,2020,112,1850,3375,2330,28.68148148148148,299,0,0.18477039059896821,0.09907492901730713,-0.03999941882607161,0.23814927686068588,27.4247491638796,22.678303988735944,32.743915767532435,27.4247491638796,38.46153846153846,30.100334448160535,4.013377926421405,0.0,0.6375041650513216,236,1.2669491525423728,2,0.901646650015224,50.0,8.25,2.0,20.350000000000364,6.0,50.875,15.0,0.06454545454545339,50.0,4,-0.0372094918493525,0.021153358867725472,0.07716277177462964,970.5,,-0.3864219661696603
buffer_10,BE_1_0R,alle,2021,112,1850,3284,2243,29.90255785627284,296,0,0.14833238548245709,0.06339361923635559,-0.06999492120969933,0.1967821596824105,24.66216216216216,20.09706601941221,29.876496479261355,24.66216216216216,36.486486486486484,30.405405405405407,8.445945945945946,0.0,0.26982375101292094,235,1.2595744680851064,2,0.8655523239235812,50.0,8.525000000000546,2.0,20.350000000000364,6.0,52.38749999999982,14.0,0.06454545454545339,37.0,2,-0.0372094918493525,0.021153358867725472,0.07716277177462964,970.5,,-0.3864219661696603
buffer_10,BE_1_0R,alle,2022,112,1850,3440,2387,29.040697674418606,293,0,0.23617652427387575,0.1840365275707886,0.044140949591236794,0.32393210555034035,27.986348122866893,23.15628402850278,33.38617452412079,27.986348122866893,35.83617747440273,31.74061433447099,4.436860068259386,0.0,0.8420312373154194,237,1.2362869198312236,3,1.275261535960935,66.66666666666667,15.125,1.0,33.82500000000073,3.0,75.02000000000045,8.0,0.038832224685882384,34.0,11,-0.0372094918493525,0.021153358867725472,0.07716277177462964,970.5,,-0.3864219661696603
buffer_10,BE_1_0R,alle,2023,112,1850,3361,2251,30.76465337697114,291,5,0.1862949546448702,0.10712188868083221,-0.027981117070037156,0.2422248944317016,25.77319587628866,21.08637299871679,31.091315795806423,25.77319587628866,34.707903780068726,33.333333333333336,6.185567010309279,0.0,0.3497142167802,229,1.2707423580786026,3,1.3866817897314156,66.66666666666667,9.075000000000728,2.0,21.587500000000546,5.0,50.05000000000018,13.0,0.06084786521495227,37.0,1,-0.0372094918493525,0.021153358867725472,0.07716277177462964,970.5,,-0.3864219661696603
buffer_10,BE_1_0R,demand,2019-2023,112,1850,7926,5507,28.07216754983598,709,4,0.1761331050271837,0.08190823917501326,-0.004833187730632918,0.16864966608065945,24.964739069111424,21.919565479599,28.27973962432937,24.964739069111424,35.54301833568406,33.004231311706626,6.488011283497884,0.0,0.5572367734457435,619,1.1453957996768982,5,0.5779417481787719,40.0,7.424999999999272,2.0,21.174999999999272,5.0,53.899999999999636,16.0,0.062030696576153246,50.0,11,-0.0372094918493525,0.021153358867725472,0.07716277177462964,970.5,,-0.3864219661696603
buffer_10,BE_1_0R,demand,2019,112,1850,1105,759,28.235294117647058,103,0,0.07216779453353878,-0.1352493578170935,-0.3612579788612806,0.0907592632270936,22.33009708737864,15.365763149685502,31.284160363938724,22.33009708737864,37.86407766990291,33.00970873786408,6.796116504854369,0.0,0.20244238413502846,93,1.10752688172043,1,-1.1254480519480843,0.0,3.850000000000364,5.300000000000001,8.9375,13.5,20.81749999999975,32.0,0.14699982782369136,50.0,0,-0.0372094918493525,0.021153358867725472,0.07716277177462964,970.5,,-0.3864219661696603
