kontrakter,stop_ATR,WR_pct,omk,brudmodel,maal,pct_v1,CI95_lav_v1,CI95_hoej_v1,pct_v2,afvigelse_pp,inden_for_CI,identisk
3,0.5,34.0,brutto,pess,ruin,70.82,70.186,71.446,70.82,0.0,True,True
3,0.5,34.0,brutto,pess,uafgjort,0.09,0.057,0.142,0.085,-0.005,True,True
3,0.5,37.0,netto,opt,bestaa,44.8,44.112,45.49,44.805,0.005,True,True
3,0.5,37.0,netto,opt,ruin,55.15,54.46,55.838,55.145,-0.005,True,True
3,0.5,37.0,netto,opt,uafgjort,0.05,0.027,0.092,0.05,0.0,True,True
3,0.5,37.0,netto,pess,bestaa,40.89,40.21,41.573,40.89,0.0,True,True
3,0.5,37.0,netto,pess,ruin,59.08,58.397,59.76,59.08,0.0,True,True
3,0.5,37.0,netto,pess,uafgjort,0.03,0.014,0.065,0.03,0.0,True,True
3,0.5,37.0,brutto,opt,bestaa,60.55,59.871,61.225,60.55,0.0,True,True
3,0.5,37.0,brutto,opt,ruin,39.4,38.725,40.079,39.4,0.0,True,True
3,0.5,37.0,brutto,opt,uafgjort,0.05,0.027,0.092,0.05,0.0,True,True
3,0.5,37.0,brutto,pess,bestaa,56.13,55.441,56.816,56.13,0.0,True,True
3,0.5,37.0,brutto,pess,ruin,43.85,43.164,44.539,43.855,0.005,True,True
3,0.5,37.0,brutto,pess,uafgjort,0.02,0.008,0.051,0.015,-0.005,True,True
3,0.5,40.0,netto,opt,bestaa,70.89,70.256,71.516,70.89,0.0,True,True
3,0.5,40.0,netto,opt,ruin,29.09,28.465,29.723,29.085,-0.005,True,True
3,0.5,40.0,netto,opt,uafgjort,0.03,0.014,0.065,0.025,-0.005,True,True
3,0.5,40.0,netto,pess,bestaa,66.8,66.144,67.449,66.79,-0.01,True,False
3,0.5,40.0,netto,pess,ruin,33.2,32.551,33.856,33.195,-0.005,True,True
3,0.5,40.0,netto,pess,uafgjort,0.01,0.003,0.036,0.015,0.005,True,True
3,0.5,40.0,brutto,opt,bestaa,81.63,81.087,82.161,81.64,0.01,True,False
3,0.5,40.0,brutto,opt,ruin,18.36,17.83,18.903,18.355,-0.005,True,True
3,0.5,40.0,brutto,opt,uafgjort,0.01,0.003,0.036,0.005,-0.005,True,True
3,0.5,40.0,brutto,pess,bestaa,77.97,77.39,78.539,77.975,0.005,True,True
3,0.5,40.0,brutto,pess,ruin,22.02,21.451,22.6,22.025,0.005,True,True
3,0.5,40.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.5,45.0,netto,opt,bestaa,93.33,92.976,93.668,93.335,0.005,True,True
3,0.5,45.0,netto,opt,ruin,6.67,6.332,7.024,6.665,-0.005,True,True
3,0.5,45.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.5,45.0,netto,pess,bestaa,91.19,90.789,91.575,91.185,-0.005,True,True
3,0.5,45.0,netto,pess,ruin,8.81,8.425,9.211,8.815,0.005,True,True
3,0.5,45.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.5,45.0,brutto,opt,bestaa,96.44,96.174,96.688,96.445,0.005,True,True
3,0.5,45.0,brutto,opt,ruin,3.56,3.312,3.826,3.555,-0.005,True,True
3,0.5,45.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.5,45.0,brutto,pess,bestaa,95.0,94.689,95.294,95.01,0.01,True,False
3,0.5,45.0,brutto,pess,ruin,5.0,4.706,5.311,4.99,-0.01,True,False
3,0.5,45.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,34.0,netto,opt,bestaa,24.19,23.602,24.788,24.185,-0.005,True,True
3,0.75,34.0,netto,opt,ruin,75.81,75.212,76.398,75.815,0.005,True,True
3,0.75,34.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,34.0,netto,pess,bestaa,21.08,20.52,21.651,21.07,-0.01,True,False
3,0.75,34.0,netto,pess,ruin,78.92,78.349,79.48,78.93,0.01,True,False
3,0.75,34.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,34.0,brutto,opt,bestaa,28.98,28.355,29.613,28.975,-0.005,True,True
3,0.75,34.0,brutto,opt,ruin,71.03,70.397,71.655,71.025,-0.005,True,True
3,0.75,34.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,34.0,brutto,pess,bestaa,25.11,24.514,25.716,25.115,0.005,True,True
3,0.75,34.0,brutto,pess,ruin,74.89,74.284,75.486,74.885,-0.005,True,True
3,0.75,34.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,37.0,netto,opt,bestaa,43.35,42.665,44.038,43.345,-0.005,True,True
3,0.75,37.0,netto,opt,ruin,56.65,55.962,57.335,56.655,0.005,True,True
3,0.75,37.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,37.0,netto,pess,bestaa,38.05,37.379,38.725,38.05,0.0,True,True
3,0.75,37.0,netto,pess,ruin,61.95,61.275,62.621,61.95,0.0,True,True
3,0.75,37.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,37.0,brutto,opt,bestaa,48.37,47.678,49.063,48.35,-0.02,True,False
3,0.75,37.0,brutto,opt,ruin,51.63,50.937,52.322,51.65,0.02,True,False
3,0.75,37.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,37.0,brutto,pess,bestaa,42.28,41.597,42.966,42.29,0.01,True,False
3,0.75,37.0,brutto,pess,ruin,57.72,57.034,58.403,57.71,-0.01,True,False
3,0.75,37.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,40.0,netto,opt,bestaa,63.03,62.359,63.696,63.03,0.0,True,True
3,0.75,40.0,netto,opt,ruin,36.97,36.304,37.641,36.97,0.0,True,True
3,0.75,40.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,40.0,netto,pess,bestaa,56.8,56.112,57.485,56.795,-0.005,True,True
3,0.75,40.0,netto,pess,ruin,43.2,42.515,43.888,43.205,0.005,True,True
3,0.75,40.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,40.0,brutto,opt,bestaa,67.11,66.456,67.758,67.115,0.005,True,True
3,0.75,40.0,brutto,opt,ruin,32.89,32.242,33.544,32.885,-0.005,True,True
3,0.75,40.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,40.0,brutto,pess,bestaa,60.35,59.67,61.026,60.35,0.0,True,True
3,0.75,40.0,brutto,pess,ruin,39.65,38.974,40.33,39.65,0.0,True,True
3,0.75,40.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,45.0,netto,opt,bestaa,85.48,84.985,85.961,85.475,-0.005,True,True
3,0.75,45.0,netto,opt,ruin,14.52,14.039,15.015,14.525,0.005,True,True
3,0.75,45.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,45.0,netto,pess,bestaa,80.05,79.49,80.598,80.045,-0.005,True,True
3,0.75,45.0,netto,pess,ruin,19.95,19.402,20.51,19.955,0.005,True,True
3,0.75,45.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,45.0,brutto,opt,bestaa,87.09,86.618,87.548,87.09,0.0,True,True
3,0.75,45.0,brutto,opt,ruin,12.91,12.452,13.382,12.91,0.0,True,True
3,0.75,45.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,0.75,45.0,brutto,pess,bestaa,82.08,81.542,82.605,82.09,0.01,True,False
3,0.75,45.0,brutto,pess,ruin,17.91,17.385,18.448,17.91,0.0,True,True
3,0.75,45.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,34.0,netto,opt,bestaa,26.68,26.072,27.297,26.685,0.005,True,True
3,1.0,34.0,netto,opt,ruin,73.31,72.693,73.919,73.315,0.005,True,True
3,1.0,34.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,34.0,netto,pess,bestaa,22.32,21.748,22.902,22.325,0.005,True,True
3,1.0,34.0,netto,pess,ruin,77.68,77.098,78.252,77.675,-0.005,True,True
3,1.0,34.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,34.0,brutto,opt,bestaa,27.97,27.352,28.596,27.97,0.0,True,True
3,1.0,34.0,brutto,opt,ruin,72.03,71.404,72.648,72.03,0.0,True,True
3,1.0,34.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,34.0,brutto,pess,bestaa,23.27,22.69,23.861,23.27,0.0,True,True
3,1.0,34.0,brutto,pess,ruin,76.73,76.139,77.31,76.73,0.0,True,True
3,1.0,34.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,37.0,netto,opt,bestaa,40.61,39.931,41.292,40.605,-0.005,True,True
3,1.0,37.0,netto,opt,ruin,59.39,58.708,60.069,59.395,0.005,True,True
3,1.0,37.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,37.0,netto,pess,bestaa,34.28,33.625,34.941,34.28,0.0,True,True
3,1.0,37.0,netto,pess,ruin,65.72,65.059,66.375,65.72,0.0,True,True
3,1.0,37.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,37.0,brutto,opt,bestaa,42.29,41.607,42.976,42.29,0.0,True,True
3,1.0,37.0,brutto,opt,ruin,57.71,57.024,58.393,57.71,0.0,True,True
3,1.0,37.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,37.0,brutto,pess,bestaa,35.56,34.899,36.226,35.565,0.005,True,True
3,1.0,37.0,brutto,pess,ruin,64.44,63.774,65.101,64.435,-0.005,True,True
3,1.0,37.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,40.0,netto,opt,bestaa,57.67,56.984,58.353,57.67,0.0,True,True
3,1.0,40.0,netto,opt,ruin,42.33,41.647,43.016,42.33,0.0,True,True
3,1.0,40.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,40.0,netto,pess,bestaa,49.72,49.027,50.413,49.72,0.0,True,True
3,1.0,40.0,netto,pess,ruin,50.28,49.587,50.973,50.28,0.0,True,True
3,1.0,40.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,40.0,brutto,opt,bestaa,59.12,58.437,59.8,59.12,0.0,True,True
3,1.0,40.0,brutto,opt,ruin,40.88,40.2,41.563,40.88,0.0,True,True
3,1.0,40.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,40.0,brutto,pess,bestaa,50.85,50.157,51.543,50.85,0.0,True,True
3,1.0,40.0,brutto,pess,ruin,49.15,48.457,49.843,49.15,0.0,True,True
3,1.0,40.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,45.0,netto,opt,bestaa,78.38,77.804,78.945,78.365,-0.015,True,False
3,1.0,45.0,netto,opt,ruin,21.62,21.055,22.196,21.635,0.015,True,False
3,1.0,45.0,netto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,45.0,netto,pess,bestaa,70.98,70.347,71.605,70.97,-0.01,True,False
3,1.0,45.0,netto,pess,ruin,29.02,28.395,29.653,29.03,0.01,True,False
3,1.0,45.0,netto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,45.0,brutto,opt,bestaa,79.11,78.541,79.668,79.105,-0.005,True,True
3,1.0,45.0,brutto,opt,ruin,20.89,20.332,21.459,20.895,0.005,True,True
3,1.0,45.0,brutto,opt,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
3,1.0,45.0,brutto,pess,bestaa,71.59,70.961,72.211,71.59,0.0,True,True
3,1.0,45.0,brutto,pess,ruin,28.41,27.789,29.039,28.41,0.0,True,True
3,1.0,45.0,brutto,pess,uafgjort,0.0,0.0,0.019,0.0,0.0,True,True
