periode,timeframe,session,n_barer,n_barer_ATR_nul,ATR_pct_p10,ATR_pct_p50,ATR_pct_p90,R_usd_p10,R_usd_p50,R_usd_p90,risiko_pct_af_MLL_brutto_p50,risiko_pct_af_MLL_brutto_p90,risiko_pct_af_MLL_netto_p50,risiko_pct_af_MLL_netto_p90,omk_R_netto_p50,omk_R_netto_p90,be_WR_pct_brutto,be_WR_pct_netto_p50,be_WR_pct_netto_p90
2016,5m,døgn,70087,0,0.024484035869633342,0.05854498411870851,0.13855502727118504,14.268316743387526,34.11767494501857,80.7443276925558,1.7058837472509285,4.037216384627789,1.8293837472509284,4.16071638462779,0.0723964925505757,0.17311081920101112,33.33333333333333,35.746549751685855,39.10369397336704
2016,15m,døgn,23375,0,0.05379493022110685,0.10739868682404141,0.23489758434367317,31.34953353565223,62.58765873357837,136.88891625211897,3.1293829366789185,6.844445812605949,3.252882936678919,6.967945812605949,0.03946464926119439,0.07878905168977877,33.33333333333333,34.64882164203981,35.95963505632596
2017,1m,RTH,97530,0,0.017949224834760316,0.02965731078408712,0.05831794937268721,10.460090264704922,17.28309443253461,33.9853681764272,0.8641547216267306,1.69926840882136,0.9876547216267304,1.8227684088213596,0.1429142223400626,0.23613562957446085,33.33333333333333,38.09714074466875,41.20452098581536
2017,3m,RTH,32510,0,0.03373702141386642,0.05479675237972473,0.09852365563966878,19.660586599144796,31.933355416808382,57.41564556057338,1.596667770840419,2.8707822780286687,1.7201677708404193,2.9942822780286686,0.07734858951737891,0.12563206025596732,33.33333333333333,35.9116196505793,37.52106867519891
2017,5m,RTH,19506,0,0.046014702356484354,0.07257036135831535,0.12512956024472438,26.815527945264822,42.291103785171856,72.92050252821558,2.114555189258593,3.646025126410779,2.2380551892585925,3.769525126410779,0.0584047182540829,0.09211081007151464,33.33333333333333,35.2801572751361,36.40369366905049
2017,15m,RTH,6502,0,0.08878857558380589,0.12917210227468254,0.2082571903797959,51.74243030721872,75.27633432159399,121.36396026572986,3.7638167160797,6.0681980132864926,3.8873167160796998,6.1916980132864925,0.03281243731605983,0.047736451224796986,33.33333333333333,34.42708124386866,34.924548374159905
2017,1m,døgn,341471,0,0.0062289242807960655,0.013732216121398983,0.037403630637139494,3.629967913876715,8.002586266906471,21.79733979009941,0.4001293133453236,1.0898669895049706,0.5236293133453236,1.2133669895049704,0.3086502185192711,0.6804467859227169,33.33333333333333,43.621673950642375,56.01489286409057
2017,3m,døgn,116251,0,0.012542079130662832,0.02605108049491296,0.06457872064377629,7.309022034185072,15.181527669215475,37.633895242367075,0.7590763834607738,1.8816947621183535,0.8825763834607737,2.0051947621183537,0.16269772409061128,0.3379385078397011,33.33333333333333,38.75659080302038,44.59795026132337
2017,5m,døgn,69804,0,0.017807175976587198,0.035318191828342685,0.08220970306411247,10.377309872115955,20.582029469884986,47.90852655764219,1.0291014734942492,2.3954263278821095,1.1526014734942494,2.5189263278821095,0.12000760197477638,0.2380192973250187,33.33333333333333,37.33358673249255,41.26730991083396
2017,15m,døgn,23271,0,0.038576829318990064,0.06963534708921125,0.13111098513060812,22.48103305393465,40.58069486970874,76.40623769471318,2.029034743485437,3.8203118847356587,2.152534743485437,3.9438118847356587,0.06086638013297597,0.10987039581651693,33.33333333333333,35.3622126710992,36.99567986055057
2018,1m,RTH,97350,0,0.02917308255153626,0.06293535894017951,0.13715569528119656,17.00090558773327,36.67620977597902,79.9288529820701,1.8338104887989508,3.9964426491035057,1.957310488798951,4.119942649103505,0.0673461084239133,0.14528637832659044,33.33333333333333,35.578203614130445,38.17621261088635
2018,3m,RTH,32450,0,0.05459886716727845,0.11026675266274145,0.23626289814221108,31.81803583040319,64.2590527817392,137.68456652135492,3.2129526390869603,6.884228326067746,3.3364526390869607,7.007728326067746,0.03843816385935499,0.07762892760718788,33.33333333333333,34.6146054619785,35.92096425357293
2018,5m,RTH,19470,0,0.07442808442841849,0.14181647199053538,0.30495325600581713,43.37371048150516,82.6449672172044,177.71455946995,4.132248360860219,8.885727973497499,4.25574836086022,9.009227973497499,0.029886877385130135,0.05694693797537348,33.33333333333333,34.32956257950434,35.231564599179116
2018,15m,RTH,6490,0,0.14335741566342644,0.24600162243642204,0.5411110468929708,83.54296755201841,143.3599054910493,315.33787368734767,7.1679952745524655,15.766893684367385,7.2914952745524655,15.890393684367385,0.017229364123920822,0.02956562440781799,33.33333333333333,33.90764547079736,34.318854146927265
2018,1m,døgn,349178,0,0.011987141352159602,0.029113271177038026,0.08636068358269842,6.98562649438453,16.966049911130682,50.32755196465334,0.848302495556534,2.5163775982326673,0.9718024955565339,2.6398775982326668,0.14558485994067127,0.35358317568507164,33.33333333333333,38.18616199802238,45.11943918950239
2018,3m,døgn,116670,0,0.024007599735839647,0.05416045811736314,0.14899547694761314,13.990668822057913,31.562548572474547,86.82860414599104,1.5781274286237275,4.3414302072995525,1.7016274286237274,4.4649302072995525,0.07825730531042095,0.1765462418036602,33.33333333333333,35.94191017701403,39.21820806012201
2018,5m,døgn,70043,0,0.03313733543483616,0.07286381131193433,0.19042297598957406,19.31111359800512,42.462114680142854,110.97089348768418,2.123105734007143,5.5485446743842095,2.246605734007143,5.6720446743842095,0.058169500473679435,0.12790562222142,33.33333333333333,35.27231668245599,37.59685407404733
2018,15m,døgn,23413,0,0.06648286843327107,0.1357782799682587,0.3162394271692363,38.74355640817305,79.12615043430243,184.29168857714416,3.9563075217151216,9.214584428857208,4.0798075217151215,9.338084428857208,0.031215975836595435,0.06375253665496422,33.33333333333333,34.37386586121985,35.45841788849881
2019,1m,RTH,97740,0,0.02281117289487316,0.04488592228690709,0.08868531826600282,13.293439116216284,26.15772007191797,51.6822560726958,1.3078860035958986,2.58411280363479,1.4313860035958985,2.70761280363479,0.09442718989690747,0.18580594372899267,33.33333333333333,36.48090632989692,39.52686479096643
2019,3m,RTH,32580,0,0.04291577225723559,0.08116451950056915,0.1508536584677295,25.009595440626615,47.29943538415168,87.91147800865404,2.3649717692075836,4.395573900432702,2.4884717692075835,4.519073900432702,0.05222049650797767,0.09876209339533883,33.33333333333333,35.074016550265924,36.62540311317796
2019,5m,RTH,19548,0,0.05963847978229097,0.10684883850326038,0.19175185213493007,34.75492047792788,62.26722912616003,111.74530935015186,3.1133614563080014,5.587265467507593,3.2368614563080014,5.710765467507592,0.0396677358996873,0.0710690735707394,33.33333333333333,34.655591196656246,35.702302452357976
2019,15m,RTH,6516,0,0.117993872409073,0.19002489333043587,0.32110022371068786,68.76210908511138,110.73890683724481,187.12436636964046,5.536945341862241,9.356218318482021,5.660445341862241,9.479718318482023,0.022304717291278822,0.03592094602502868,33.33333333333333,34.0768239097093,34.530698200834294
2019,1m,døgn,349846,0,0.01152699196608235,0.025004754052883403,0.061008665790427255,6.71746983815415,14.571770471858333,35.55341007602939,0.7285885235929166,1.7776705038014695,0.8520885235929165,1.9011705038014695,0.16950582667841496,0.36769796657512444,33.33333333333333,38.98352755594717,45.58993221917082
2019,3m,døgn,116671,0,0.022826651257054117,0.046289378098714626,0.1051150561117209,13.302459286560858,26.975597980806935,61.256850099666465,1.3487798990403468,3.062842504983323,1.4722798990403467,3.1863425049833234,0.09156423526764443,0.18567995186389177,33.33333333333333,36.38547450892148,39.52266506212973
2019,5m,døgn,70004,0,0.03148381394091793,0.06187257406103906,0.1346883877412185,18.347507412209335,36.05686125981112,78.49100484007248,1.802843062990556,3.924550242003624,1.926343062990556,4.048050242003624,0.06850291217867413,0.1346231913045787,33.33333333333333,35.61676373928914,37.820773043485964
2019,15m,døgn,23336,0,0.06246688154183605,0.11605994977025838,0.21866612213604636,36.40319988732038,67.63509632811576,127.42986933600238,3.3817548164057887,6.3714934668001195,3.505254816405789,6.4949934668001195,0.036519501482706024,0.06785117841052156,33.33333333333333,34.55065004942353,35.59503928035072
2020,1m,RTH,98256,0,0.0375010578877186,0.07789434518741198,0.1791865379311275,21.854116494646888,45.39370860141621,104.42274684474386,2.26968543007081,5.221137342237192,2.39318543007081,5.344637342237192,0.05441282671404957,0.11302218511625362,33.33333333333333,35.14709422380165,37.10073950387512
2020,3m,RTH,32756,0,0.07034705691082083,0.13908796639655324,0.3094806129128346,40.99545088534995,81.05490329725535,180.35292198108348,4.052745164862767,9.017646099054176,4.176245164862767,9.141146099054176,0.030473171965379554,0.0602505881966021,33.33333333333333,34.34910573217931,35.34168627322007
2020,5m,RTH,19655,0,0.09536434462815704,0.18287931761329052,0.39759447476268306,55.57452547550479,106.57475113232118,231.7021561127012,5.328737556616058,11.58510780563506,5.452237556616059,11.70860780563506,0.023176221138281574,0.04444482396746679,33.33333333333333,34.10587403794272,34.814827465582226
2020,15m,RTH,6554,0,0.1747270250758674,0.3223993369287816,0.6603965413269501,101.8239211332125,187.88143758861676,384.85268842369345,9.394071879430838,19.242634421184672,9.517571879430838,19.366134421184675,0.01314658937708318,0.024257561717075306,33.33333333333333,33.771552979236105,34.141918723902506
2020,1m,døgn,349672,0,0.018378827143628918,0.045392643202705696,0.12730198281528843,10.710445306221187,26.45301675280877,74.18650350543749,1.3226508376404387,3.7093251752718737,1.4461508376404386,3.8328251752718736,0.09337309324985543,0.23061599488922765,33.33333333333333,36.445769774995185,41.02053316297425
2020,3m,døgn,116803,0,0.03506743164654293,0.08291899058790525,0.220202393617626,20.43589646633936,48.32187095500766,128.32514690460772,2.416093547750383,6.416257345230386,2.539593547750383,6.539757345230386,0.051115570469111374,0.12086575239690678,33.33333333333333,35.037185682303715,37.36219174656356
2020,5m,døgn,70150,0,0.04797593824392125,0.11073991088299517,0.2848295288214066,27.958457771027547,64.53479046617426,165.98725621596293,3.226739523308713,8.299362810798145,3.350239523308713,8.422862810798145,0.038273929199715714,0.08834535943809924,33.33333333333333,34.60913097332386,36.278178647936635
2020,15m,døgn,23426,0,0.09589334454218221,0.20120813230987533,0.4822060775978949,55.8828054654021,117.25605118490296,281.01041378094925,5.862802559245148,14.050520689047461,5.986302559245148,14.174020689047463,0.021065010947937363,0.04419964208182384,33.33333333333333,34.035500364931245,34.80665473606079
2021,1m,RTH,98100,0,0.02761422839932209,0.05342167763633006,0.10937775421272462,16.09246774198894,31.132016859347708,63.740980045007404,1.5566008429673852,3.18704900225037,1.6801008429673852,3.31054900225037,0.07933954331967388,0.15348795719846098,33.33333333333333,35.97798477732246,38.44959857328203
2021,3m,RTH,32700,0,0.05157972507011305,0.09613226764619753,0.18522232447195205,30.05860058185908,56.022040293498065,107.94016180927477,2.8011020146749033,5.397008090463738,2.924602014674903,5.520508090463738,0.04408979014478301,0.0821728209071371,33.33333333333333,34.8029930048261,36.07242736357124
2021,5m,RTH,19620,0,0.07134377564965425,0.1261450514865476,0.23355586751621168,41.57629869759251,73.51229020430046,136.10701735374752,3.6756145102150226,6.805350867687376,3.799114510215023,6.928850867687377,0.033599823830634964,0.059408847793009575,33.33333333333333,34.45332746102117,35.313628259766986
2021,15m,RTH,6540,0,0.14056479734989563,0.22199099914935433,0.3868022302928702,81.91554130362518,129.36747466427772,225.41286772547303,6.468373733213886,11.270643386273651,6.591873733213886,11.394143386273651,0.019092898271396343,0.03015300847621722,33.33333333333333,33.96976327571321,34.3384336158739
2021,1m,døgn,353393,0,0.012235700722104325,0.027522863284877373,0.0718322485544318,7.130476952813516,16.039223807895137,41.86096116758067,0.8019611903947569,2.0930480583790336,0.9254611903947567,2.216548058379033,0.1539974770340301,0.3464003903759624,33.33333333333333,38.466582567801,44.880013012532075
2021,3m,døgn,117825,0,0.023478724599347328,0.05072242619388558,0.12323101100866353,13.682461547515649,29.55900108874876,71.81410397540876,1.4779500544374382,3.590705198770438,1.6014500544374384,3.714205198770438,0.08356168710113052,0.18052307353962835,33.33333333333333,36.118722903371015,39.35076911798761
2021,5m,døgn,70695,0,0.03191049357069796,0.0681848986502246,0.158586541399002,18.596159233259943,39.73543153740489,92.4178928656824,1.9867715768702447,4.62089464328412,2.1102715768702445,4.74439464328412,0.06216114697722282,0.1328231259499315,33.33333333333333,35.40537156590742,37.76077086499772
2021,15m,døgn,23565,0,0.06453848705325789,0.1276675681320441,0.25940859472367955,37.61044871515657,74.39955200463002,151.1729526611715,3.7199776002315015,7.558647633058576,3.8434776002315014,7.682147633058577,0.03319912463782426,0.06567324123213124,33.33333333333333,34.43997082126081,35.52244137440437
2022,1m,RTH,97710,0,0.06176846380702051,0.10041690887485907,0.1750380358084073,35.99618996817927,58.51895781591287,102.00516574770744,2.9259478907956433,5.100258287385372,3.0494478907956433,5.223758287385372,0.04220854390963374,0.06861837328307346,33.33333333333333,34.740284796987794,35.620612442769115
