spor,tabel,noegle,stoerrelse,vaerdi
A,variant,score_ge_4,tvetydige_pct,1.0033444816053512
A,variant,score_ge_4,udfald_maal_pct,28.762541806020067
A,variant,score_ge_4,udfald_stop_pct,50.33444816053512
A,variant,score_ge_4,udfald_BE_pct,14.715719063545151
A,variant,score_ge_4,udfald_tidsexit_pct,6.187290969899665
A,variant,score_ge_4,udfald_censureret_pct,0.0
A,variant,score_ge_4,signaler_sprunget_over_position_n,19.0
A,variant,score_ge_4,signaler_sprunget_over_dagslukket_n,291.0
A,variant,score_ge_4,signaler_n,920.0
A,variant,score_ge_4,omk_R_netto_p50,0.07463068181818026
A,variant,score_ge_4,omk_R_netto_p90,0.20766798418969942
A,variant,score_ge_4,strejf_uden_gennemhandling_n,12.0
A,variant_strejf,score_ge_4,strejf_n,12.0
A,variant_strejf,score_ge_4,hvis_fyldt_middel_R_netto,0.3225408404175097
A,variant_strejf,score_ge_4,hvis_fyldt_win_rate_pct_netto,33.333333333333336
A,variant_N1,score_ge_4,p5,-0.18064779650395552
A,variant_N1,score_ge_4,p50,-0.07813393500606372
A,variant_N1,score_ge_4,p95,0.031574365360661064
A,variant_N1,score_ge_4,handler_n_p50,370.0
A,variant_N1,score_ge_4,gyldige_n,500.0
A,variant_N1,score_ge_4,R,500.0
B,hovedtest,beta,mde_beta,0.04
B,hovedtest,beta,signaler_n,9273.0
B,hovedtest,beta,skygge_n,8948.0
B,hovedtest,beta,n,8948.0
B,hovedtest,beta,klynger_n,1173.0
B,hovedtest,beta,beta,-0.028530274613163376
B,hovedtest,beta,se,0.012157103964562828
B,hovedtest,beta,t,-2.34679860403656
B,hovedtest,beta,df,1172.0
B,hovedtest,beta,ci95_lo,-0.052382393004404934
B,hovedtest,beta,ci95_hi,-0.004678156221921817
B,hovedtest,beta,p_ensidet,0.9904493688423613
B,hovedtest,beta,alfa,0.025
B,hovedtest,beta,signifikant,0.0
B,hovedtest,beta,skaering,-0.07596164011763074
B,hovedtest_bedste_fald,beta,n,8948.0
B,hovedtest_bedste_fald,beta,klynger_n,1173.0
B,hovedtest_bedste_fald,beta,beta,-0.01645140927179442
B,hovedtest_bedste_fald,beta,se,0.012077723690568996
B,hovedtest_bedste_fald,beta,t,-1.3621283027563098
B,hovedtest_bedste_fald,beta,df,1172.0
B,hovedtest_bedste_fald,beta,ci95_lo,-0.040147784346309466
B,hovedtest_bedste_fald,beta,ci95_hi,0.007244965802720625
B,hovedtest_bedste_fald,beta,p_ensidet,0.913290437296123
B,hovedtest_bedste_fald,beta,alfa,0.025
B,hovedtest_bedste_fald,beta,signifikant,0.0
B,hovedtest_bedste_fald,beta,skaering,-0.08307494813656757
B,hovedtest_N1,beta,p5,-0.018575947673799234
B,hovedtest_N1,beta,p50,0.005243151878723262
B,hovedtest_N1,beta,p95,0.031627467623033687
B,hovedtest_N1,beta,andel_ge_observeret,0.988
B,hovedtest_N1,beta,R,500.0
B,hovedtest_N1,beta,gyldige_n,500.0
B,score,0,handler_n,130.0
B,score,0,dage_med_handel_n,117.0
B,score,0,middel_R_brutto,-0.008162016258750472
B,score,0,middel_R_netto,-0.13174328411169187
B,score,0,middel_R_netto_ci95_lo,-0.3607337466558378
B,score,0,middel_R_netto_ci95_hi,0.09724717843245409
B,score,0,win_rate_pct_netto,26.923076923076923
B,score,0,win_rate_ci95_lo_pct,20.04169827826835
B,score,0,win_rate_ci95_hi_pct,35.129143007628485
B,score,0,holder_pct,50.0
B,score,0,holder_ci95_lo_pct,41.52923244410056
B,score,0,holder_ci95_hi_pct,58.47076755589944
B,score,0,tvetydige_n,0.0
B,score,0,tvetydige_pct,0.0
B,score,0,udfald_maal_pct,26.923076923076923
B,score,0,udfald_stop_pct,56.15384615384615
B,score,0,udfald_BE_pct,13.076923076923077
B,score,0,udfald_tidsexit_pct,3.8461538461538463
B,score,0,udfald_censureret_pct,0.0
B,score,1,handler_n,1863.0
B,score,1,dage_med_handel_n,926.0
B,score,1,middel_R_brutto,0.0019818035572691487
B,score,1,middel_R_netto,-0.10417401896033272
B,score,1,middel_R_netto_ci95_lo,-0.1626286700754536
B,score,1,middel_R_netto_ci95_hi,-0.045719367845211856
B,score,1,win_rate_pct_netto,26.99946323134729
B,score,1,win_rate_ci95_lo_pct,25.032349718122145
B,score,1,win_rate_ci95_hi_pct,29.061234611134328
B,score,1,holder_pct,49.86580783682233
B,score,1,holder_ci95_lo_pct,47.59798074442941
B,score,1,holder_ci95_hi_pct,52.13418719214733
B,score,1,tvetydige_n,5.0
B,score,1,tvetydige_pct,0.2683843263553409
B,score,1,udfald_maal_pct,26.99946323134729
B,score,1,udfald_stop_pct,54.05260332796565
B,score,1,udfald_BE_pct,16.854535695115406
B,score,1,udfald_tidsexit_pct,2.0933977455716586
B,score,1,udfald_censureret_pct,0.0
B,score,2,handler_n,2442.0
B,score,2,dage_med_handel_n,1011.0
B,score,2,middel_R_brutto,-0.013225578199469306
B,score,2,middel_R_netto,-0.12436724618696826
B,score,2,middel_R_netto_ci95_lo,-0.175662787706435
B,score,2,middel_R_netto_ci95_hi,-0.07307170466750153
B,score,2,win_rate_pct_netto,26.6994266994267
B,score,2,win_rate_ci95_lo_pct,24.982412079712837
B,score,2,win_rate_ci95_hi_pct,28.489633465352586
B,score,2,holder_pct,48.157248157248155
B,score,2,holder_ci95_lo_pct,46.179941479052836
B,score,2,holder_ci95_hi_pct,50.14034331800858
B,score,2,tvetydige_n,18.0
B,score,2,tvetydige_pct,0.7371007371007371
B,score,2,udfald_maal_pct,26.6994266994267
B,score,2,udfald_stop_pct,55.11875511875512
B,score,2,udfald_BE_pct,15.92956592956593
B,score,2,udfald_tidsexit_pct,2.2522522522522523
B,score,2,udfald_censureret_pct,0.0
B,score,3,handler_n,2356.0
B,score,3,dage_med_handel_n,960.0
B,score,3,middel_R_brutto,-0.028204896115124556
B,score,3,middel_R_netto,-0.16564481670224315
B,score,3,middel_R_netto_ci95_lo,-0.21810806929492377
B,score,3,middel_R_netto_ci95_hi,-0.11318156410956254
B,score,3,win_rate_pct_netto,26.146010186757216
B,score,3,win_rate_ci95_lo_pct,24.411466109042713
B,score,3,win_rate_ci95_hi_pct,27.958215515175077
B,score,3,holder_pct,46.73174872665535
B,score,3,holder_ci95_lo_pct,44.724047356689944
B,score,3,holder_ci95_hi_pct,48.75009051709078
B,score,3,tvetydige_n,36.0
B,score,3,tvetydige_pct,1.5280135823429541
B,score,3,udfald_maal_pct,26.146010186757216
B,score,3,udfald_stop_pct,55.602716468590835
B,score,3,udfald_BE_pct,15.449915110356537
B,score,3,udfald_tidsexit_pct,2.801358234295416
B,score,3,udfald_censureret_pct,0.0
B,score,4,handler_n,1539.0
B,score,4,dage_med_handel_n,805.0
B,score,4,middel_R_brutto,-0.03471382310228528
B,score,4,middel_R_netto,-0.19673240596371264
B,score,4,middel_R_netto_ci95_lo,-0.26220944253727574
B,score,4,middel_R_netto_ci95_hi,-0.1312553693901495
B,score,4,win_rate_pct_netto,26.575698505523068
B,score,4,win_rate_ci95_lo_pct,24.429056850911923
B,score,4,win_rate_ci95_hi_pct,28.838986610202166
B,score,4,holder_pct,46.26380766731644
B,score,4,holder_ci95_lo_pct,43.78514330418039
B,score,4,holder_ci95_hi_pct,48.76107722013045
B,score,4,tvetydige_n,42.0
B,score,4,tvetydige_pct,2.729044834307992
B,score,4,udfald_maal_pct,26.575698505523068
B,score,4,udfald_stop_pct,56.14035087719298
B,score,4,udfald_BE_pct,15.269655620532813
B,score,4,udfald_tidsexit_pct,2.014294996751137
B,score,4,udfald_censureret_pct,0.0
B,score,5+,handler_n,618.0
B,score,5+,dage_med_handel_n,431.0
B,score,5+,middel_R_brutto,-0.046395701241723326
B,score,5+,middel_R_netto,-0.2098760813137476
B,score,5+,middel_R_netto_ci95_lo,-0.31273615777255337
B,score,5+,middel_R_netto_ci95_hi,-0.10701600485494184
B,score,5+,win_rate_pct_netto,26.375404530744337
B,score,5+,win_rate_ci95_lo_pct,23.054740725722763
B,score,5+,win_rate_ci95_hi_pct,29.98795273608496
B,score,5+,holder_pct,44.983818770226534
B,score,5+,holder_ci95_lo_pct,41.104639788604175
B,score,5+,holder_ci95_hi_pct,48.92497320671116
B,score,5+,tvetydige_n,13.0
B,score,5+,tvetydige_pct,2.103559870550162
B,score,5+,udfald_maal_pct,26.375404530744337
B,score,5+,udfald_stop_pct,56.79611650485437
B,score,5+,udfald_BE_pct,14.88673139158576
B,score,5+,udfald_tidsexit_pct,1.941747572815534
B,score,5+,udfald_censureret_pct,0.0
B,score_bedste_fald,0,handler_n,130.0
B,score_bedste_fald,0,dage_med_handel_n,117.0
B,score_bedste_fald,0,middel_R_brutto,-0.008162016258750472
B,score_bedste_fald,0,middel_R_netto,-0.13174328411169187
B,score_bedste_fald,0,middel_R_netto_ci95_lo,-0.3607337466558378
B,score_bedste_fald,0,middel_R_netto_ci95_hi,0.09724717843245409
B,score_bedste_fald,0,win_rate_pct_netto,26.923076923076923
B,score_bedste_fald,0,win_rate_ci95_lo_pct,20.04169827826835
B,score_bedste_fald,0,win_rate_ci95_hi_pct,35.129143007628485
B,score_bedste_fald,0,holder_pct,50.0
B,score_bedste_fald,0,holder_ci95_lo_pct,41.52923244410056
B,score_bedste_fald,0,holder_ci95_hi_pct,58.47076755589944
B,score_bedste_fald,0,tvetydige_n,0.0
B,score_bedste_fald,0,tvetydige_pct,0.0
B,score_bedste_fald,0,udfald_maal_pct,26.923076923076923
B,score_bedste_fald,0,udfald_stop_pct,56.15384615384615
B,score_bedste_fald,0,udfald_BE_pct,13.076923076923077
B,score_bedste_fald,0,udfald_tidsexit_pct,3.8461538461538463
B,score_bedste_fald,0,udfald_censureret_pct,0.0
B,score_bedste_fald,1,handler_n,1863.0
B,score_bedste_fald,1,dage_med_handel_n,926.0
B,score_bedste_fald,1,middel_R_brutto,0.007925358228434935
B,score_bedste_fald,1,middel_R_netto,-0.09823046428916694
B,score_bedste_fald,1,middel_R_netto_ci95_lo,-0.15679077427900934
B,score_bedste_fald,1,middel_R_netto_ci95_hi,-0.03967015429932456
B,score_bedste_fald,1,win_rate_pct_netto,27.214170692431562
B,score_bedste_fald,1,win_rate_ci95_lo_pct,25.241610951772586
B,score_bedste_fald,1,win_rate_ci95_hi_pct,29.280504678961073
B,score_bedste_fald,1,holder_pct,50.18786902844874
B,score_bedste_fald,1,holder_ci95_lo_pct,47.91938704631742
B,score_bedste_fald,1,holder_ci95_hi_pct,52.45557784247512
B,score_bedste_fald,1,tvetydige_n,5.0
B,score_bedste_fald,1,tvetydige_pct,0.2683843263553409
B,score_bedste_fald,1,udfald_maal_pct,27.214170692431562
B,score_bedste_fald,1,udfald_stop_pct,53.89157273215244
B,score_bedste_fald,1,udfald_BE_pct,16.800858829844337
B,score_bedste_fald,1,udfald_tidsexit_pct,2.0933977455716586
B,score_bedste_fald,1,udfald_censureret_pct,0.0
B,score_bedste_fald,2,handler_n,2442.0
B,score_bedste_fald,2,dage_med_handel_n,1011.0
B,score_bedste_fald,2,middel_R_brutto,-9.128196293952634e-06
B,score_bedste_fald,2,middel_R_netto,-0.11115079618379292
B,score_bedste_fald,2,middel_R_netto_ci95_lo,-0.16250913618967927
B,score_bedste_fald,2,middel_R_netto_ci95_hi,-0.059792456177906565
B,score_bedste_fald,2,win_rate_pct_netto,27.06797706797707
B,score_bedste_fald,2,win_rate_ci95_lo_pct,25.342781617533085
B,score_bedste_fald,2,win_rate_ci95_hi_pct,28.86520696812006
B,score_bedste_fald,2,holder_pct,48.85339885339885
B,score_bedste_fald,2,holder_ci95_lo_pct,46.87417496798598
B,score_bedste_fald,2,holder_ci95_hi_pct,50.83622446129669
B,score_bedste_fald,2,tvetydige_n,18.0
B,score_bedste_fald,2,tvetydige_pct,0.7371007371007371
B,score_bedste_fald,2,udfald_maal_pct,27.06797706797707
B,score_bedste_fald,2,udfald_stop_pct,54.54545454545455
B,score_bedste_fald,2,udfald_BE_pct,16.134316134316133
B,score_bedste_fald,2,udfald_tidsexit_pct,2.2522522522522523
B,score_bedste_fald,2,udfald_censureret_pct,0.0
B,score_bedste_fald,3,handler_n,2356.0
B,score_bedste_fald,3,dage_med_handel_n,960.0
B,score_bedste_fald,3,middel_R_brutto,0.001754638690085497
B,score_bedste_fald,3,middel_R_netto,-0.1356852818970331
B,score_bedste_fald,3,middel_R_netto_ci95_lo,-0.18824671832741288
B,score_bedste_fald,3,middel_R_netto_ci95_hi,-0.08312384546665333
B,score_bedste_fald,3,win_rate_pct_netto,26.91001697792869
B,score_bedste_fald,3,win_rate_ci95_lo_pct,25.157870323956015
B,score_bedste_fald,3,win_rate_ci95_hi_pct,28.737337511585753
B,score_bedste_fald,3,holder_pct,48.51443123938879
B,score_bedste_fald,3,holder_ci95_lo_pct,46.5004099088637
B,score_bedste_fald,3,holder_ci95_hi_pct,50.53328912467299
B,score_bedste_fald,3,tvetydige_n,36.0
B,score_bedste_fald,3,tvetydige_pct,1.5280135823429541
B,score_bedste_fald,3,udfald_maal_pct,26.91001697792869
B,score_bedste_fald,3,udfald_stop_pct,54.159592529711375
B,score_bedste_fald,3,udfald_BE_pct,16.129032258064516
B,score_bedste_fald,3,udfald_tidsexit_pct,2.801358234295416
B,score_bedste_fald,3,udfald_censureret_pct,0.0
B,score_bedste_fald,4,handler_n,1539.0
B,score_bedste_fald,4,dage_med_handel_n,805.0
B,score_bedste_fald,4,middel_R_brutto,0.014410127732804907
B,score_bedste_fald,4,middel_R_netto,-0.14760845512862247
B,score_bedste_fald,4,middel_R_netto_ci95_lo,-0.21323095191450012
B,score_bedste_fald,4,middel_R_netto_ci95_hi,-0.08198595834274483
B,score_bedste_fald,4,win_rate_pct_netto,27.74528914879792
B,score_bedste_fald,4,win_rate_ci95_lo_pct,25.56584869052429
B,score_bedste_fald,4,win_rate_ci95_hi_pct,30.035551823849023
B,score_bedste_fald,4,holder_pct,49.252761533463286
B,score_bedste_fald,4,holder_ci95_lo_pct,46.759975275950154
B,score_bedste_fald,4,holder_ci95_hi_pct,51.749268828912
B,score_bedste_fald,4,tvetydige_n,42.0
B,score_bedste_fald,4,tvetydige_pct,2.729044834307992
B,score_bedste_fald,4,udfald_maal_pct,27.74528914879792
B,score_bedste_fald,4,udfald_stop_pct,53.606237816764136
B,score_bedste_fald,4,udfald_BE_pct,16.63417803768681
B,score_bedste_fald,4,udfald_tidsexit_pct,2.014294996751137
B,score_bedste_fald,4,udfald_censureret_pct,0.0
B,score_bedste_fald,5+,handler_n,618.0
B,score_bedste_fald,5+,dage_med_handel_n,431.0
B,score_bedste_fald,5+,middel_R_brutto,-0.00534878232999676
B,score_bedste_fald,5+,middel_R_netto,-0.168829162402021
B,score_bedste_fald,5+,middel_R_netto_ci95_lo,-0.27174837350790243
B,score_bedste_fald,5+,middel_R_netto_ci95_hi,-0.0659099512961396
B,score_bedste_fald,5+,win_rate_pct_netto,27.508090614886733
B,score_bedste_fald,5+,win_rate_ci95_lo_pct,24.134479322066987
B,score_bedste_fald,5+,win_rate_ci95_hi_pct,31.15959185047598
B,score_bedste_fald,5+,holder_pct,47.249190938511326
B,score_bedste_fald,5+,holder_ci95_lo_pct,43.342228673415626
B,score_bedste_fald,5+,holder_ci95_hi_pct,51.1901397433702
B,score_bedste_fald,5+,tvetydige_n,13.0
B,score_bedste_fald,5+,tvetydige_pct,2.103559870550162
B,score_bedste_fald,5+,udfald_maal_pct,27.508090614886733
B,score_bedste_fald,5+,udfald_stop_pct,55.016181229773466
B,score_bedste_fald,5+,udfald_BE_pct,15.533980582524272
B,score_bedste_fald,5+,udfald_tidsexit_pct,1.941747572815534
B,score_bedste_fald,5+,udfald_censureret_pct,0.0
B,diagnose_kriterier,f1_brud,sand_n,4983.0
B,diagnose_kriterier,f1_brud,falsk_n,3965.0
B,diagnose_kriterier,f1_brud,sand_middel_R_netto,-0.1893797346208114
B,diagnose_kriterier,f1_brud,falsk_middel_R_netto,-0.09935994981367666
B,diagnose_kriterier,f1_brud,forskel_R_netto,-0.09001978480713474
B,diagnose_kriterier,f1_brud,forskel_ci95_lo,-0.14404810999815768
B,diagnose_kriterier,f1_brud,forskel_ci95_hi,-0.035991459616111804
B,diagnose_kriterier,f2_flip,sand_n,896.0
B,diagnose_kriterier,f2_flip,falsk_n,8052.0
B,diagnose_kriterier,f2_flip,sand_middel_R_netto,-0.11157102582757884
B,diagnose_kriterier,f2_flip,falsk_middel_R_netto,-0.1537101067418306
B,diagnose_kriterier,f2_flip,forskel_R_netto,0.04213908091425177
B,diagnose_kriterier,f2_flip,forskel_ci95_lo,-0.046989842344875396
B,diagnose_kriterier,f2_flip,forskel_ci95_hi,0.13126800417337892
B,diagnose_kriterier,f3_sweep,sand_n,1218.0
B,diagnose_kriterier,f3_sweep,falsk_n,7730.0
B,diagnose_kriterier,f3_sweep,sand_middel_R_netto,-0.066537657735343
B,diagnose_kriterier,f3_sweep,falsk_middel_R_netto,-0.16256126151424102
B,diagnose_kriterier,f3_sweep,forskel_R_netto,0.09602360377889803
B,diagnose_kriterier,f3_sweep,forskel_ci95_lo,0.017861630084882174
B,diagnose_kriterier,f3_sweep,forskel_ci95_hi,0.17418557747291388
B,diagnose_kriterier,f4_inducement,sand_n,2899.0
B,diagnose_kriterier,f4_inducement,falsk_n,6049.0
B,diagnose_kriterier,f4_inducement,sand_middel_R_netto,-0.256380801910603
B,diagnose_kriterier,f4_inducement,falsk_middel_R_netto,-0.09826309702230006
B,diagnose_kriterier,f4_inducement,forskel_R_netto,-0.1581177048883029
B,diagnose_kriterier,f4_inducement,forskel_ci95_lo,-0.2156388765211325
B,diagnose_kriterier,f4_inducement,forskel_ci95_hi,-0.10059653325547328
B,diagnose_kriterier,f5_stakket,sand_n,2712.0
B,diagnose_kriterier,f5_stakket,falsk_n,6236.0
B,diagnose_kriterier,f5_stakket,sand_middel_R_netto,-0.1239916277442075
B,diagnose_kriterier,f5_stakket,falsk_middel_R_netto,-0.16057987879801802
B,diagnose_kriterier,f5_stakket,forskel_R_netto,0.03658825105381053
B,diagnose_kriterier,f5_stakket,forskel_ci95_lo,-0.022052315122774405
B,diagnose_kriterier,f5_stakket,forskel_ci95_hi,0.09522881723039546
B,diagnose_kriterier,f6_retning,sand_n,4569.0
B,diagnose_kriterier,f6_retning,falsk_n,4379.0
B,diagnose_kriterier,f6_retning,sand_middel_R_netto,-0.13465013863755754
B,diagnose_kriterier,f6_retning,falsk_middel_R_netto,-0.16497486530982658
B,diagnose_kriterier,f6_retning,forskel_R_netto,0.030324726672269042
B,diagnose_kriterier,f6_retning,forskel_ci95_lo,-0.02344176030769657
B,diagnose_kriterier,f6_retning,forskel_ci95_hi,0.08409121365223465
B,diagnose_kriterier,f7_discount,sand_n,5871.0
B,diagnose_kriterier,f7_discount,falsk_n,3077.0
B,diagnose_kriterier,f7_discount,sand_middel_R_netto,-0.1763321258018752
B,diagnose_kriterier,f7_discount,falsk_middel_R_netto,-0.09827608321219428
B,diagnose_kriterier,f7_discount,forskel_R_netto,-0.07805604258968094
B,diagnose_kriterier,f7_discount,forskel_ci95_lo,-0.1345896920920287
B,diagnose_kriterier,f7_discount,forskel_ci95_hi,-0.021522393087333183
B,diagnose_side,demand,handler_n,4661.0
B,diagnose_side,demand,middel_R_netto,-0.1461630655989041
B,diagnose_side,demand,middel_R_netto_ci95_lo,-0.18354687436511574
B,diagnose_side,demand,middel_R_netto_ci95_hi,-0.10877925683269248
B,diagnose_side,supply,handler_n,4287.0
B,diagnose_side,supply,middel_R_netto,-0.15310832047358036
B,diagnose_side,supply,middel_R_netto_ci95_lo,-0.19179260156250097
B,diagnose_side,supply,middel_R_netto_ci95_hi,-0.11442403938465975
B,diagnose_side,demand_minus_supply,handler_n,8948.0
B,diagnose_side,demand_minus_supply,middel_R_netto,0.00694525487467626
B,diagnose_side,demand_minus_supply,middel_R_netto_ci95_lo,-0.04684358367549313
B,diagnose_side,demand_minus_supply,middel_R_netto_ci95_hi,0.06073409342484565
B,diagnose_aar,2019,handler_n,1191.0
B,diagnose_aar,2019,middel_R_netto,-0.33621224187296417
B,diagnose_aar,2019,middel_R_netto_ci95_lo,-0.41136060498894045
B,diagnose_aar,2019,middel_R_netto_ci95_hi,-0.2610638787569879
B,diagnose_aar,2019,tvetydige_n,15.0
B,diagnose_aar,2020,handler_n,1969.0
B,diagnose_aar,2020,middel_R_netto,-0.16251309749261567
B,diagnose_aar,2020,middel_R_netto_ci95_lo,-0.21954997068333104
B,diagnose_aar,2020,middel_R_netto_ci95_hi,-0.10547622430190029
B,diagnose_aar,2020,tvetydige_n,22.0
B,diagnose_aar,2021,handler_n,1955.0
B,diagnose_aar,2021,middel_R_netto,-0.13785747308351845
B,diagnose_aar,2021,middel_R_netto_ci95_lo,-0.19528815744037561
B,diagnose_aar,2021,middel_R_netto_ci95_hi,-0.08042678872666129
B,diagnose_aar,2021,tvetydige_n,35.0
B,diagnose_aar,2022,handler_n,2007.0
B,diagnose_aar,2022,middel_R_netto,-0.10144877373038812
B,diagnose_aar,2022,middel_R_netto_ci95_lo,-0.15700023471511332
B,diagnose_aar,2022,middel_R_netto_ci95_hi,-0.04589731274566293
B,diagnose_aar,2022,tvetydige_n,25.0
B,diagnose_aar,2023,handler_n,1826.0
B,diagnose_aar,2023,middel_R_netto,-0.07891856562864341
B,diagnose_aar,2023,middel_R_netto_ci95_lo,-0.13905268500657153
B,diagnose_aar,2023,middel_R_netto_ci95_hi,-0.018784446250715278
B,diagnose_aar,2023,tvetydige_n,17.0
B,diagnose_strejf,skygge,strejf_n,325.0
B,diagnose_strejf,skygge,hvis_fyldt_middel_R_netto,0.5221517059355952
B,diagnose_strejf,skygge,hvis_fyldt_win_rate_pct_netto,46.46153846153846
B,variant,brud_alene,mde_middel_R_netto,0.12
B,variant,brud_alene,handler_n,1292.0
B,variant,brud_alene,dage_med_handel_n,1133.0
B,variant,brud_alene,middel_R_brutto,0.070160112307628
B,variant,brud_alene,middel_R_netto,-0.09101736638241997
B,variant,brud_alene,middel_R_netto_ci95_lo,-0.1643852110109149
B,variant,brud_alene,middel_R_netto_ci95_hi,-0.017649521753925035
B,variant,brud_alene,win_rate_pct_netto,30.340557275541794
B,variant,brud_alene,win_rate_ci95_lo_pct,27.895082972253842
B,variant,brud_alene,win_rate_ci95_hi_pct,32.90259049759213
B,variant,brud_alene,holder_pct,49.690402476780186
B,variant,brud_alene,holder_ci95_lo_pct,46.96903357764084
B,variant,brud_alene,holder_ci95_hi_pct,52.41360694944335
B,variant,brud_alene,tvetydige_n,33.0
B,variant,brud_alene,tvetydige_pct,2.5541795665634677
B,variant,brud_alene,udfald_maal_pct,30.340557275541794
B,variant,brud_alene,udfald_stop_pct,52.863777089783284
B,variant,brud_alene,udfald_BE_pct,16.021671826625386
B,variant,brud_alene,udfald_tidsexit_pct,0.7739938080495357
B,variant,brud_alene,udfald_censureret_pct,0.0
B,variant,brud_alene,signaler_sprunget_over_position_n,58.0
B,variant,brud_alene,signaler_sprunget_over_dagslukket_n,3762.0
B,variant,brud_alene,signaler_n,5156.0
B,variant,brud_alene,omk_R_netto_p50,0.10383399209486464
B,variant,brud_alene,omk_R_netto_p90,0.2985227272727519
B,variant,brud_alene,strejf_uden_gennemhandling_n,44.0
B,variant_strejf,brud_alene,strejf_n,44.0
B,variant_strejf,brud_alene,hvis_fyldt_middel_R_netto,0.7150777639809722
B,variant_strejf,brud_alene,hvis_fyldt_win_rate_pct_netto,54.54545454545455
B,variant_N1,brud_alene,p5,-0.2756013590760705
B,variant_N1,brud_alene,p50,-0.20850184161603164
B,variant_N1,brud_alene,p95,-0.1422621749076201
B,variant_N1,brud_alene,handler_n_p50,1070.0
B,variant_N1,brud_alene,gyldige_n,500.0
B,variant_N1,brud_alene,R,500.0
B,variant,score_ge_2,mde_middel_R_netto,0.12
B,variant,score_ge_2,handler_n,1339.0
B,variant,score_ge_2,dage_med_handel_n,1166.0
B,variant,score_ge_2,middel_R_brutto,0.07344792154495035
B,variant,score_ge_2,middel_R_netto,-0.08441032206059217
B,variant,score_ge_2,middel_R_netto_ci95_lo,-0.1565178009662839
B,variant,score_ge_2,middel_R_netto_ci95_hi,-0.012302843154900434
B,variant,score_ge_2,win_rate_pct_netto,30.61986557132188
B,variant,score_ge_2,win_rate_ci95_lo_pct,28.20946716027247
B,variant,score_ge_2,win_rate_ci95_hi_pct,33.14114526006533
B,variant,score_ge_2,holder_pct,49.81329350261389
B,variant,score_ge_2,holder_ci95_lo_pct,47.139573295691115
B,variant,score_ge_2,holder_ci95_hi_pct,52.488081929938346
B,variant,score_ge_2,tvetydige_n,34.0
B,variant,score_ge_2,tvetydige_pct,2.539208364451083
B,variant,score_ge_2,udfald_maal_pct,30.61986557132188
B,variant,score_ge_2,udfald_stop_pct,53.02464525765497
B,variant,score_ge_2,udfald_BE_pct,15.758028379387603
B,variant,score_ge_2,udfald_tidsexit_pct,0.5974607916355489
B,variant,score_ge_2,udfald_censureret_pct,0.0
B,variant,score_ge_2,signaler_sprunget_over_position_n,84.0
B,variant,score_ge_2,signaler_sprunget_over_dagslukket_n,5734.0
B,variant,score_ge_2,signaler_n,7199.0
B,variant,score_ge_2,omk_R_netto_p50,0.09552727272727272
B,variant,score_ge_2,omk_R_netto_p90,0.28096256684490883
B,variant,score_ge_2,strejf_uden_gennemhandling_n,42.0
B,variant_strejf,score_ge_2,strejf_n,42.0
B,variant_strejf,score_ge_2,hvis_fyldt_middel_R_netto,0.7723398023472166
B,variant_strejf,score_ge_2,hvis_fyldt_win_rate_pct_netto,59.523809523809526
B,variant_N1,score_ge_2,p5,-0.26133965745737964
B,variant_N1,score_ge_2,p50,-0.2039689180057611
B,variant_N1,score_ge_2,p95,-0.14327923493734881
B,variant_N1,score_ge_2,handler_n_p50,1183.0
B,variant_N1,score_ge_2,gyldige_n,500.0
B,variant_N1,score_ge_2,R,500.0
B,variant,score_ge_3,mde_middel_R_netto,0.12
B,variant,score_ge_3,handler_n,1274.0
B,variant,score_ge_3,dage_med_handel_n,1121.0
B,variant,score_ge_3,middel_R_brutto,0.06942891022473714
B,variant,score_ge_3,middel_R_netto,-0.09311429554249871
B,variant,score_ge_3,middel_R_netto_ci95_lo,-0.16676708815138797
B,variant,score_ge_3,middel_R_netto_ci95_hi,-0.01946150293360946
B,variant,score_ge_3,win_rate_pct_netto,30.062794348508636
B,variant,score_ge_3,win_rate_ci95_lo_pct,27.607939360937685
B,variant,score_ge_3,win_rate_ci95_hi_pct,32.63752016040014
B,variant,score_ge_3,holder_pct,49.84301412872841
B,variant,score_ge_3,holder_ci95_lo_pct,47.10205408584353
B,variant,score_ge_3,holder_ci95_hi_pct,52.58491803637172
B,variant,score_ge_3,tvetydige_n,30.0
B,variant,score_ge_3,tvetydige_pct,2.3547880690737832
B,variant,score_ge_3,udfald_maal_pct,30.062794348508636
B,variant,score_ge_3,udfald_stop_pct,52.43328100470958
B,variant,score_ge_3,udfald_BE_pct,16.562009419152275
B,variant,score_ge_3,udfald_tidsexit_pct,0.9419152276295133
B,variant,score_ge_3,udfald_censureret_pct,0.0
B,variant,score_ge_3,signaler_sprunget_over_position_n,53.0
B,variant,score_ge_3,signaler_sprunget_over_dagslukket_n,3289.0
B,variant,score_ge_3,signaler_n,4660.0
B,variant,score_ge_3,omk_R_netto_p50,0.10383399209486464
B,variant,score_ge_3,omk_R_netto_p90,0.2985227272727519
B,variant,score_ge_3,strejf_uden_gennemhandling_n,44.0
B,variant_strejf,score_ge_3,strejf_n,44.0
B,variant_strejf,score_ge_3,hvis_fyldt_middel_R_netto,0.5385182626075902
B,variant_strejf,score_ge_3,hvis_fyldt_win_rate_pct_netto,52.27272727272727
B,variant_N1,score_ge_3,p5,-0.26889806216354706
