spor,tabel,periode,side,noegle,stoerrelse,vaerdi
A,omkostninger,2023,alle,signaler,kontrakter_maks,37.0
A,omkostninger,2023,alle,signaler,kontrakter_loftet_n,0.0
A,omkostninger,2023,alle,signaler,zoner_i_vindue_n,694.0
A,omkostninger,2023,alle,signaler,afvist_kontrakter_nul_n,1.0
B,filtre,alle,alle,f1_brud,signaler_n,9273.0
B,filtre,alle,alle,f1_brud,sande_n,5156.0
B,filtre,alle,alle,f1_brud,pct,55.60228620726841
B,filtre,alle,alle,f1_brud,ci95_lo_pct,54.588908989555705
B,filtre,alle,alle,f1_brud,ci95_hi_pct,56.611023709650745
B,filtre,alle,alle,f2_flip,signaler_n,9273.0
B,filtre,alle,alle,f2_flip,sande_n,930.0
B,filtre,alle,alle,f2_flip,pct,10.029116790682627
B,filtre,alle,alle,f2_flip,ci95_lo_pct,9.434178167270465
B,filtre,alle,alle,f2_flip,ci95_hi_pct,10.657158599603985
B,filtre,alle,alle,f3_sweep,signaler_n,9273.0
B,filtre,alle,alle,f3_sweep,sande_n,1262.0
B,filtre,alle,alle,f3_sweep,pct,13.609403644990834
B,filtre,alle,alle,f3_sweep,ci95_lo_pct,12.926558426002021
B,filtre,alle,alle,f3_sweep,ci95_hi_pct,14.322386918613612
B,filtre,alle,alle,f4_inducement,signaler_n,9273.0
B,filtre,alle,alle,f4_inducement,sande_n,2994.0
B,filtre,alle,alle,f4_inducement,pct,32.287285668068584
B,filtre,alle,alle,f4_inducement,ci95_lo_pct,31.343113743868166
B,filtre,alle,alle,f4_inducement,ci95_hi_pct,33.246126952096034
B,filtre,alle,alle,f5_stakket,signaler_n,9273.0
B,filtre,alle,alle,f5_stakket,sande_n,2802.0
B,filtre,alle,alle,f5_stakket,pct,30.216758330637333
B,filtre,alle,alle,f5_stakket,ci95_lo_pct,29.290482861789968
B,filtre,alle,alle,f5_stakket,ci95_hi_pct,31.159417933793787
B,filtre,alle,alle,f6_retning,signaler_n,9273.0
B,filtre,alle,alle,f6_retning,sande_n,4731.0
B,filtre,alle,alle,f6_retning,pct,51.019087673891946
B,filtre,alle,alle,f6_retning,ci95_lo_pct,50.0014153465591
B,filtre,alle,alle,f6_retning,ci95_hi_pct,52.03591601065941
B,filtre,alle,alle,f7_discount,signaler_n,9273.0
B,filtre,alle,alle,f7_discount,sande_n,6081.0
B,filtre,alle,alle,f7_discount,pct,65.57748301520543
B,filtre,alle,alle,f7_discount,ci95_lo_pct,64.60418859078924
B,filtre,alle,alle,f7_discount,ci95_hi_pct,66.53787644097925
B,filtre,alle,demand,f1_brud,signaler_n,4820.0
B,filtre,alle,demand,f1_brud,sande_n,2645.0
B,filtre,alle,demand,f1_brud,pct,54.87551867219917
B,filtre,alle,demand,f1_brud,ci95_lo_pct,53.46737236297938
B,filtre,alle,demand,f1_brud,ci95_hi_pct,56.27589975763678
B,filtre,alle,demand,f2_flip,signaler_n,4820.0
B,filtre,alle,demand,f2_flip,sande_n,475.0
B,filtre,alle,demand,f2_flip,pct,9.854771784232366
B,filtre,alle,demand,f2_flip,ci95_lo_pct,9.045036730041742
B,filtre,alle,demand,f2_flip,ci95_hi_pct,10.728446021480611
B,filtre,alle,demand,f3_sweep,signaler_n,4820.0
B,filtre,alle,demand,f3_sweep,sande_n,631.0
B,filtre,alle,demand,f3_sweep,pct,13.091286307053942
B,filtre,alle,demand,f3_sweep,ci95_lo_pct,12.168361918909236
B,filtre,alle,demand,f3_sweep,ci95_hi_pct,14.072995091405113
B,filtre,alle,demand,f4_inducement,signaler_n,4820.0
B,filtre,alle,demand,f4_inducement,sande_n,1583.0
B,filtre,alle,demand,f4_inducement,pct,32.84232365145228
B,filtre,alle,demand,f4_inducement,ci95_lo_pct,31.530610151592743
B,filtre,alle,demand,f4_inducement,ci95_hi_pct,34.181364130324056
B,filtre,alle,demand,f5_stakket,signaler_n,4820.0
B,filtre,alle,demand,f5_stakket,sande_n,1484.0
B,filtre,alle,demand,f5_stakket,pct,30.78838174273859
B,filtre,alle,demand,f5_stakket,ci95_lo_pct,29.500920749735492
B,filtre,alle,demand,f5_stakket,ci95_hi_pct,32.106441021794076
B,filtre,alle,demand,f6_retning,signaler_n,4820.0
B,filtre,alle,demand,f6_retning,sande_n,2458.0
B,filtre,alle,demand,f6_retning,pct,50.995850622406635
B,filtre,alle,demand,f6_retning,ci95_lo_pct,49.584354888422254
B,filtre,alle,demand,f6_retning,ci95_hi_pct,52.40576026812913
B,filtre,alle,demand,f7_discount,signaler_n,4820.0
B,filtre,alle,demand,f7_discount,sande_n,3039.0
B,filtre,alle,demand,f7_discount,pct,63.04979253112033
B,filtre,alle,demand,f7_discount,ci95_lo_pct,61.677283108449885
B,filtre,alle,demand,f7_discount,ci95_hi_pct,64.40151758885887
B,filtre,alle,supply,f1_brud,signaler_n,4453.0
B,filtre,alle,supply,f1_brud,sande_n,2511.0
B,filtre,alle,supply,f1_brud,pct,56.388951268807546
B,filtre,alle,supply,f1_brud,ci95_lo_pct,54.92754000968322
B,filtre,alle,supply,f1_brud,ci95_hi_pct,57.83934894648263
B,filtre,alle,supply,f2_flip,signaler_n,4453.0
B,filtre,alle,supply,f2_flip,sande_n,455.0
B,filtre,alle,supply,f2_flip,pct,10.217830675948798
B,filtre,alle,supply,f2_flip,ci95_lo_pct,9.36223968326132
B,filtre,alle,supply,f2_flip,ci95_hi_pct,11.142000085287721
B,filtre,alle,supply,f3_sweep,signaler_n,4453.0
B,filtre,alle,supply,f3_sweep,sande_n,631.0
B,filtre,alle,supply,f3_sweep,pct,14.170222322030092
B,filtre,alle,supply,f3_sweep,ci95_lo_pct,13.176776281502608
B,filtre,alle,supply,f3_sweep,ci95_hi_pct,15.22543345641441
B,filtre,alle,supply,f4_inducement,signaler_n,4453.0
B,filtre,alle,supply,f4_inducement,sande_n,1411.0
B,filtre,alle,supply,f4_inducement,pct,31.686503480799463
B,filtre,alle,supply,f4_inducement,ci95_lo_pct,30.336278218528733
B,filtre,alle,supply,f4_inducement,ci95_hi_pct,33.06829842908727
B,filtre,alle,supply,f5_stakket,signaler_n,4453.0
B,filtre,alle,supply,f5_stakket,sande_n,1318.0
B,filtre,alle,supply,f5_stakket,pct,29.59802380417696
B,filtre,alle,supply,f5_stakket,ci95_lo_pct,28.275328364058495
B,filtre,alle,supply,f5_stakket,ci95_hi_pct,30.955889152016482
B,filtre,alle,supply,f6_retning,signaler_n,4453.0
B,filtre,alle,supply,f6_retning,sande_n,2273.0
B,filtre,alle,supply,f6_retning,pct,51.04423983831125
B,filtre,alle,supply,f6_retning,ci95_lo_pct,49.57573252945656
B,filtre,alle,supply,f6_retning,ci95_hi_pct,52.51094703631397
B,filtre,alle,supply,f7_discount,signaler_n,4453.0
B,filtre,alle,supply,f7_discount,sande_n,3042.0
B,filtre,alle,supply,f7_discount,pct,68.31349651920054
B,filtre,alle,supply,f7_discount,ci95_lo_pct,66.93170157091272
B,filtre,alle,supply,f7_discount,ci95_hi_pct,69.66372178147127
B,score,alle,alle,0,signaler_n,136.0
B,score,alle,alle,0,dage_med_signal_n,122.0
B,score,alle,alle,0,dage_med_signal_pct,10.400682011935208
B,score,alle,alle,0,ci95_lo_pct,8.7810551896447
B,score,alle,alle,0,ci95_hi_pct,12.27882989199192
B,score,alle,alle,1,signaler_n,1938.0
B,score,alle,alle,1,dage_med_signal_n,939.0
B,score,alle,alle,1,dage_med_signal_pct,80.05115089514067
B,score,alle,alle,1,ci95_lo_pct,77.66781509554825
B,score,alle,alle,1,ci95_hi_pct,82.23830010084161
B,score,alle,alle,2,signaler_n,2539.0
B,score,alle,alle,2,dage_med_signal_n,1021.0
B,score,alle,alle,2,dage_med_signal_pct,87.04177323103154
B,score,alle,alle,2,ci95_lo_pct,84.99827263270771
B,score,alle,alle,2,ci95_hi_pct,88.84344950298419
B,score,alle,alle,3,signaler_n,2430.0
B,score,alle,alle,3,dage_med_signal_n,971.0
B,score,alle,alle,3,dage_med_signal_pct,82.77919863597613
B,score,alle,alle,3,ci95_lo_pct,80.51241797988318
B,score,alle,alle,3,ci95_hi_pct,84.83198285135623
B,score,alle,alle,4,signaler_n,1590.0
B,score,alle,alle,4,dage_med_signal_n,818.0
B,score,alle,alle,4,dage_med_signal_pct,69.73572037510657
B,score,alle,alle,4,ci95_lo_pct,67.04579471495641
B,score,alle,alle,4,ci95_hi_pct,72.2968029246585
B,score,alle,alle,5,signaler_n,553.0
B,score,alle,alle,5,dage_med_signal_n,395.0
B,score,alle,alle,5,dage_med_signal_pct,33.67433930093777
B,score,alle,alle,5,ci95_lo_pct,31.027006379417994
B,score,alle,alle,5,ci95_hi_pct,36.42825302452907
B,score,alle,alle,6,signaler_n,84.0
B,score,alle,alle,6,dage_med_signal_n,80.0
B,score,alle,alle,6,dage_med_signal_pct,6.820119352088661
B,score,alle,alle,6,ci95_lo_pct,5.513909806780684
B,score,alle,alle,6,ci95_hi_pct,8.40822537911587
B,score,alle,alle,7,signaler_n,3.0
B,score,alle,alle,7,dage_med_signal_n,3.0
B,score,alle,alle,7,dage_med_signal_pct,0.2557544757033248
B,score,alle,alle,7,ci95_lo_pct,0.08701689084281258
B,score,alle,alle,7,ci95_hi_pct,0.7492434861969455
B,kumulativ,alle,alle,>=0,signaler_n,9273.0
B,kumulativ,alle,alle,>=0,dage_med_signal_n,1173.0
B,kumulativ,alle,alle,>=0,dage_med_signal_pct,100.0
B,kumulativ,alle,alle,>=0,ci95_lo_pct,99.67357890122737
B,kumulativ,alle,alle,>=0,ci95_hi_pct,99.99999999999999
B,kumulativ,alle,alle,>=1,signaler_n,9137.0
B,kumulativ,alle,alle,>=1,dage_med_signal_n,1173.0
B,kumulativ,alle,alle,>=1,dage_med_signal_pct,100.0
B,kumulativ,alle,alle,>=1,ci95_lo_pct,99.67357890122737
B,kumulativ,alle,alle,>=1,ci95_hi_pct,99.99999999999999
B,kumulativ,alle,alle,>=2,signaler_n,7199.0
B,kumulativ,alle,alle,>=2,dage_med_signal_n,1168.0
B,kumulativ,alle,alle,>=2,dage_med_signal_pct,99.57374254049446
B,kumulativ,alle,alle,>=2,ci95_lo_pct,99.00605176152708
B,kumulativ,alle,alle,>=2,ci95_hi_pct,99.81779500925505
B,kumulativ,alle,alle,>=3,signaler_n,4660.0
B,kumulativ,alle,alle,>=3,dage_med_signal_n,1127.0
B,kumulativ,alle,alle,>=3,dage_med_signal_pct,96.07843137254902
B,kumulativ,alle,alle,>=3,ci95_lo_pct,94.80886728158715
B,kumulativ,alle,alle,>=3,ci95_hi_pct,97.04717601954398
B,kumulativ,alle,alle,>=4,signaler_n,2230.0
B,kumulativ,alle,alle,>=4,dage_med_signal_n,942.0
B,kumulativ,alle,alle,>=4,dage_med_signal_pct,80.30690537084399
B,kumulativ,alle,alle,>=4,ci95_lo_pct,77.93375018974771
B,kumulativ,alle,alle,>=4,ci95_hi_pct,82.48220428490932
B,kumulativ,alle,alle,>=5,signaler_n,640.0
B,kumulativ,alle,alle,>=5,dage_med_signal_n,443.0
B,kumulativ,alle,alle,>=5,dage_med_signal_pct,37.76641091219096
B,kumulativ,alle,alle,>=5,ci95_lo_pct,35.036217936882785
B,kumulativ,alle,alle,>=5,ci95_hi_pct,40.57646991933864
B,kumulativ,alle,alle,>=6,signaler_n,87.0
B,kumulativ,alle,alle,>=6,dage_med_signal_n,83.0
B,kumulativ,alle,alle,>=6,dage_med_signal_pct,7.075873827791987
B,kumulativ,alle,alle,>=6,ci95_lo_pct,5.744282848986766
B,kumulativ,alle,alle,>=6,ci95_hi_pct,8.687691615176933
B,kumulativ,alle,alle,>=7,signaler_n,3.0
B,kumulativ,alle,alle,>=7,dage_med_signal_n,3.0
B,kumulativ,alle,alle,>=7,dage_med_signal_pct,0.2557544757033248
B,kumulativ,alle,alle,>=7,ci95_lo_pct,0.08701689084281258
B,kumulativ,alle,alle,>=7,ci95_hi_pct,0.7492434861969455
B,brud_alene,alle,alle,f1_brud,signaler_n,5156.0
B,brud_alene,alle,alle,f1_brud,dage_med_signal_n,1139.0
B,brud_alene,alle,alle,f1_brud,dage_med_signal_pct,97.10144927536231
B,brud_alene,alle,alle,f1_brud,ci95_lo_pct,95.97694673406548
B,brud_alene,alle,alle,f1_brud,ci95_hi_pct,97.91845368013422
B,samvariation,alle,alle,f1_brud|f2_flip,phi,0.08735596072311382
B,samvariation,alle,alle,f1_brud|f2_flip,signaler_n,9273.0
B,samvariation,alle,alle,f1_brud|f3_sweep,phi,-0.051083241542084816
B,samvariation,alle,alle,f1_brud|f3_sweep,signaler_n,9273.0
B,samvariation,alle,alle,f1_brud|f4_inducement,phi,0.5204889171331448
B,samvariation,alle,alle,f1_brud|f4_inducement,signaler_n,9273.0
B,samvariation,alle,alle,f1_brud|f5_stakket,phi,0.04680516826053806
B,samvariation,alle,alle,f1_brud|f5_stakket,signaler_n,9273.0
B,samvariation,alle,alle,f1_brud|f6_retning,phi,0.10309941172121373
B,samvariation,alle,alle,f1_brud|f6_retning,signaler_n,9273.0
B,samvariation,alle,alle,f1_brud|f7_discount,phi,0.030527640494756644
B,samvariation,alle,alle,f1_brud|f7_discount,signaler_n,9273.0
B,samvariation,alle,alle,f2_flip|f3_sweep,phi,-0.0518968779134821
B,samvariation,alle,alle,f2_flip|f3_sweep,signaler_n,9273.0
B,samvariation,alle,alle,f2_flip|f4_inducement,phi,-0.004815437245354591
B,samvariation,alle,alle,f2_flip|f4_inducement,signaler_n,9273.0
B,samvariation,alle,alle,f2_flip|f5_stakket,phi,-0.025811926135375612
B,samvariation,alle,alle,f2_flip|f5_stakket,signaler_n,9273.0
B,samvariation,alle,alle,f2_flip|f6_retning,phi,0.04274631446262116
B,samvariation,alle,alle,f2_flip|f6_retning,signaler_n,9273.0
B,samvariation,alle,alle,f2_flip|f7_discount,phi,-0.07395217238258268
B,samvariation,alle,alle,f2_flip|f7_discount,signaler_n,9273.0
B,samvariation,alle,alle,f3_sweep|f4_inducement,phi,-0.007039437085277887
B,samvariation,alle,alle,f3_sweep|f4_inducement,signaler_n,9273.0
B,samvariation,alle,alle,f3_sweep|f5_stakket,phi,0.025111539279443585
B,samvariation,alle,alle,f3_sweep|f5_stakket,signaler_n,9273.0
B,samvariation,alle,alle,f3_sweep|f6_retning,phi,-0.08044237577551652
B,samvariation,alle,alle,f3_sweep|f6_retning,signaler_n,9273.0
B,samvariation,alle,alle,f3_sweep|f7_discount,phi,0.17701474038490017
B,samvariation,alle,alle,f3_sweep|f7_discount,signaler_n,9273.0
B,samvariation,alle,alle,f4_inducement|f5_stakket,phi,-0.006875823104866753
B,samvariation,alle,alle,f4_inducement|f5_stakket,signaler_n,9273.0
B,samvariation,alle,alle,f4_inducement|f6_retning,phi,-0.13541730951014483
B,samvariation,alle,alle,f4_inducement|f6_retning,signaler_n,9273.0
B,samvariation,alle,alle,f4_inducement|f7_discount,phi,0.3653425478963435
B,samvariation,alle,alle,f4_inducement|f7_discount,signaler_n,9273.0
B,samvariation,alle,alle,f5_stakket|f6_retning,phi,-0.002609586791625814
B,samvariation,alle,alle,f5_stakket|f6_retning,signaler_n,9273.0
B,samvariation,alle,alle,f5_stakket|f7_discount,phi,0.0338681986025937
B,samvariation,alle,alle,f5_stakket|f7_discount,signaler_n,9273.0
B,samvariation,alle,alle,f6_retning|f7_discount,phi,-0.5269088165412672
B,samvariation,alle,alle,f6_retning|f7_discount,signaler_n,9273.0
B,omkostninger,alle,alle,signaler,signaler_n,9273.0
B,omkostninger,alle,alle,signaler,risiko_pt_p10,4.950000000000728
B,omkostninger,alle,alle,signaler,risiko_pt_p50,14.299999999999272
B,omkostninger,alle,alle,signaler,risiko_pt_p90,35.475000000000364
B,omkostninger,alle,alle,signaler,omk_R_netto_p10,0.03702607470049292
B,omkostninger,alle,alle,signaler,omk_R_netto_p50,0.09185314685315152
B,omkostninger,alle,alle,signaler,omk_R_netto_p90,0.2653535353534963
B,omkostninger,alle,alle,signaler,be_WR_pct_netto_p50,36.39510489510505
B,omkostninger,alle,alle,signaler,kontrakter_p50,8.0
B,omkostninger,alle,alle,signaler,kontrakter_p90,25.0
B,omkostninger,alle,alle,signaler,kontrakter_maks,50.0
B,omkostninger,alle,alle,signaler,kontrakter_loftet_n,152.0
B,omkostninger,alle,alle,signaler,zoner_i_vindue_n,9277.0
B,omkostninger,alle,alle,signaler,afvist_kontrakter_nul_n,4.0
B,kumulativ,2019,alle,>=0,signaler_n,1278.0
B,kumulativ,2019,alle,>=0,dage_med_signal_n,167.0
B,kumulativ,2019,alle,>=0,dage_med_signal_pct,100.0
B,kumulativ,2019,alle,>=0,ci95_lo_pct,97.75144812786577
B,kumulativ,2019,alle,>=0,ci95_hi_pct,99.99999999999999
B,kumulativ,2019,alle,>=1,signaler_n,1259.0
B,kumulativ,2019,alle,>=1,dage_med_signal_n,167.0
B,kumulativ,2019,alle,>=1,dage_med_signal_pct,100.0
B,kumulativ,2019,alle,>=1,ci95_lo_pct,97.75144812786577
B,kumulativ,2019,alle,>=1,ci95_hi_pct,99.99999999999999
B,kumulativ,2019,alle,>=2,signaler_n,985.0
B,kumulativ,2019,alle,>=2,dage_med_signal_n,167.0
B,kumulativ,2019,alle,>=2,dage_med_signal_pct,100.0
B,kumulativ,2019,alle,>=2,ci95_lo_pct,97.75144812786577
B,kumulativ,2019,alle,>=2,ci95_hi_pct,99.99999999999999
B,kumulativ,2019,alle,>=3,signaler_n,623.0
B,kumulativ,2019,alle,>=3,dage_med_signal_n,159.0
B,kumulativ,2019,alle,>=3,dage_med_signal_pct,95.20958083832335
B,kumulativ,2019,alle,>=3,ci95_lo_pct,90.83312387679435
B,kumulativ,2019,alle,>=3,ci95_hi_pct,97.55291604720404
B,kumulativ,2019,alle,>=4,signaler_n,305.0
B,kumulativ,2019,alle,>=4,dage_med_signal_n,135.0
B,kumulativ,2019,alle,>=4,dage_med_signal_pct,80.83832335329342
B,kumulativ,2019,alle,>=4,ci95_lo_pct,74.20261477827131
B,kumulativ,2019,alle,>=4,ci95_hi_pct,86.08720053412496
B,kumulativ,2019,alle,>=5,signaler_n,90.0
B,kumulativ,2019,alle,>=5,dage_med_signal_n,66.0
B,kumulativ,2019,alle,>=5,dage_med_signal_pct,39.52095808383233
B,kumulativ,2019,alle,>=5,ci95_lo_pct,32.42172453653722
B,kumulativ,2019,alle,>=5,ci95_hi_pct,47.09144501750289
B,kumulativ,2019,alle,>=6,signaler_n,11.0
B,kumulativ,2019,alle,>=6,dage_med_signal_n,11.0
B,kumulativ,2019,alle,>=6,dage_med_signal_pct,6.586826347305389
B,kumulativ,2019,alle,>=6,ci95_lo_pct,3.71745625837038
B,kumulativ,2019,alle,>=6,ci95_hi_pct,11.408531894081486
B,kumulativ,2019,alle,>=7,signaler_n,1.0
B,kumulativ,2019,alle,>=7,dage_med_signal_n,1.0
B,kumulativ,2019,alle,>=7,dage_med_signal_pct,0.5988023952095808
B,kumulativ,2019,alle,>=7,ci95_lo_pct,0.10578164774840901
B,kumulativ,2019,alle,>=7,ci95_hi_pct,3.3134462498692305
B,omkostninger,2019,alle,signaler,signaler_n,1278.0
B,omkostninger,2019,alle,signaler,risiko_pt_p10,2.475000000000364
B,omkostninger,2019,alle,signaler,risiko_pt_p50,6.050000000000182
B,omkostninger,2019,alle,signaler,risiko_pt_p90,14.024999999999636
B,omkostninger,2019,alle,signaler,omk_R_netto_p10,0.09365418894830901
B,omkostninger,2019,alle,signaler,omk_R_netto_p50,0.21710743801652238
B,omkostninger,2019,alle,signaler,omk_R_netto_p90,0.5307070707069926
B,omkostninger,2019,alle,signaler,be_WR_pct_netto_p50,40.570247933884076
B,omkostninger,2019,alle,signaler,kontrakter_p50,20.0
B,omkostninger,2019,alle,signaler,kontrakter_p90,50.0
B,omkostninger,2019,alle,signaler,kontrakter_maks,50.0
B,omkostninger,2019,alle,signaler,kontrakter_loftet_n,119.0
B,omkostninger,2019,alle,signaler,zoner_i_vindue_n,1278.0
B,omkostninger,2019,alle,signaler,afvist_kontrakter_nul_n,0.0
B,kumulativ,2020,alle,>=0,signaler_n,2038.0
B,kumulativ,2020,alle,>=0,dage_med_signal_n,253.0
B,kumulativ,2020,alle,>=0,dage_med_signal_pct,100.0
B,kumulativ,2020,alle,>=0,ci95_lo_pct,98.50434628492904
B,kumulativ,2020,alle,>=0,ci95_hi_pct,99.99999999999999
B,kumulativ,2020,alle,>=1,signaler_n,2004.0
B,kumulativ,2020,alle,>=1,dage_med_signal_n,253.0
B,kumulativ,2020,alle,>=1,dage_med_signal_pct,100.0
B,kumulativ,2020,alle,>=1,ci95_lo_pct,98.50434628492904
B,kumulativ,2020,alle,>=1,ci95_hi_pct,99.99999999999999
B,kumulativ,2020,alle,>=2,signaler_n,1577.0
B,kumulativ,2020,alle,>=2,dage_med_signal_n,252.0
B,kumulativ,2020,alle,>=2,dage_med_signal_pct,99.60474308300395
B,kumulativ,2020,alle,>=2,ci95_lo_pct,97.79546245934473
B,kumulativ,2020,alle,>=2,ci95_hi_pct,99.93019334111845
B,kumulativ,2020,alle,>=3,signaler_n,1016.0
B,kumulativ,2020,alle,>=3,dage_med_signal_n,245.0
B,kumulativ,2020,alle,>=3,dage_med_signal_pct,96.83794466403162
B,kumulativ,2020,alle,>=3,ci95_lo_pct,93.8856246702137
B,kumulativ,2020,alle,>=3,ci95_hi_pct,98.3891977389886
B,kumulativ,2020,alle,>=4,signaler_n,467.0
B,kumulativ,2020,alle,>=4,dage_med_signal_n,206.0
B,kumulativ,2020,alle,>=4,dage_med_signal_pct,81.42292490118577
B,kumulativ,2020,alle,>=4,ci95_lo_pct,76.17339296886661
B,kumulativ,2020,alle,>=4,ci95_hi_pct,85.73250054616786
B,kumulativ,2020,alle,>=5,signaler_n,145.0
B,kumulativ,2020,alle,>=5,dage_med_signal_n,100.0
B,kumulativ,2020,alle,>=5,dage_med_signal_pct,39.52569169960474
B,kumulativ,2020,alle,>=5,ci95_lo_pct,33.701131608059384
B,kumulativ,2020,alle,>=5,ci95_hi_pct,45.66357055359578
B,kumulativ,2020,alle,>=6,signaler_n,18.0
B,kumulativ,2020,alle,>=6,dage_med_signal_n,17.0
B,kumulativ,2020,alle,>=6,dage_med_signal_pct,6.719367588932807
B,kumulativ,2020,alle,>=6,ci95_lo_pct,4.237223980290547
B,kumulativ,2020,alle,>=6,ci95_hi_pct,10.496167970699718
B,kumulativ,2020,alle,>=7,signaler_n,0.0
B,kumulativ,2020,alle,>=7,dage_med_signal_n,0.0
B,kumulativ,2020,alle,>=7,dage_med_signal_pct,0.0
B,kumulativ,2020,alle,>=7,ci95_lo_pct,0.0
B,kumulativ,2020,alle,>=7,ci95_hi_pct,1.4956537150709457
B,omkostninger,2020,alle,signaler,signaler_n,2038.0
B,omkostninger,2020,alle,signaler,risiko_pt_p10,5.774999999999636
B,omkostninger,2020,alle,signaler,risiko_pt_p50,13.75
B,omkostninger,2020,alle,signaler,risiko_pt_p90,35.007499999999425
B,omkostninger,2020,alle,signaler,omk_R_netto_p10,0.03752101601646446
B,omkostninger,2020,alle,signaler,omk_R_netto_p50,0.09552727272727272
B,omkostninger,2020,alle,signaler,omk_R_netto_p90,0.22744588744590175
B,omkostninger,2020,alle,signaler,be_WR_pct_netto_p50,36.517575757575756
B,omkostninger,2020,alle,signaler,kontrakter_p50,9.0
B,omkostninger,2020,alle,signaler,kontrakter_p90,21.0
B,omkostninger,2020,alle,signaler,kontrakter_maks,50.0
B,omkostninger,2020,alle,signaler,kontrakter_loftet_n,13.0
B,omkostninger,2020,alle,signaler,zoner_i_vindue_n,2038.0
B,omkostninger,2020,alle,signaler,afvist_kontrakter_nul_n,0.0
B,kumulativ,2021,alle,>=0,signaler_n,2007.0
B,kumulativ,2021,alle,>=0,dage_med_signal_n,252.0
B,kumulativ,2021,alle,>=0,dage_med_signal_pct,100.0
B,kumulativ,2021,alle,>=0,ci95_lo_pct,98.4985002671571
B,kumulativ,2021,alle,>=0,ci95_hi_pct,100.0
B,kumulativ,2021,alle,>=1,signaler_n,1979.0
B,kumulativ,2021,alle,>=1,dage_med_signal_n,252.0
B,kumulativ,2021,alle,>=1,dage_med_signal_pct,100.0
B,kumulativ,2021,alle,>=1,ci95_lo_pct,98.4985002671571
B,kumulativ,2021,alle,>=1,ci95_hi_pct,100.0
B,kumulativ,2021,alle,>=2,signaler_n,1525.0
B,kumulativ,2021,alle,>=2,dage_med_signal_n,252.0
B,kumulativ,2021,alle,>=2,dage_med_signal_pct,100.0
B,kumulativ,2021,alle,>=2,ci95_lo_pct,98.4985002671571
B,kumulativ,2021,alle,>=2,ci95_hi_pct,100.0
B,kumulativ,2021,alle,>=3,signaler_n,982.0
B,kumulativ,2021,alle,>=3,dage_med_signal_n,245.0
B,kumulativ,2021,alle,>=3,dage_med_signal_pct,97.22222222222223
B,kumulativ,2021,alle,>=3,ci95_lo_pct,94.37829988023249
B,kumulativ,2021,alle,>=3,ci95_hi_pct,98.64806148319366
B,kumulativ,2021,alle,>=4,signaler_n,478.0
B,kumulativ,2021,alle,>=4,dage_med_signal_n,200.0
B,kumulativ,2021,alle,>=4,dage_med_signal_pct,79.36507936507937
B,kumulativ,2021,alle,>=4,ci95_lo_pct,73.94577446813351
B,kumulativ,2021,alle,>=4,ci95_hi_pct,83.90255108559366
B,kumulativ,2021,alle,>=5,signaler_n,130.0
B,kumulativ,2021,alle,>=5,dage_med_signal_n,91.0
B,kumulativ,2021,alle,>=5,dage_med_signal_pct,36.111111111111114
B,kumulativ,2021,alle,>=5,ci95_lo_pct,30.4302918746155
B,kumulativ,2021,alle,>=5,ci95_hi_pct,42.20901360672976
B,kumulativ,2021,alle,>=6,signaler_n,20.0
B,kumulativ,2021,alle,>=6,dage_med_signal_n,20.0
B,kumulativ,2021,alle,>=6,dage_med_signal_pct,7.936507936507937
B,kumulativ,2021,alle,>=6,ci95_lo_pct,5.196178512707833
B,kumulativ,2021,alle,>=6,ci95_hi_pct,11.940003802223503
B,kumulativ,2021,alle,>=7,signaler_n,0.0
B,kumulativ,2021,alle,>=7,dage_med_signal_n,0.0
B,kumulativ,2021,alle,>=7,dage_med_signal_pct,0.0
B,kumulativ,2021,alle,>=7,ci95_lo_pct,8.673617379884035e-17
B,kumulativ,2021,alle,>=7,ci95_hi_pct,1.5014997328429098
B,omkostninger,2021,alle,signaler,signaler_n,2007.0
B,omkostninger,2021,alle,signaler,risiko_pt_p10,5.5
B,omkostninger,2021,alle,signaler,risiko_pt_p50,13.475000000000364
B,omkostninger,2021,alle,signaler,risiko_pt_p90,32.17499999999927
B,omkostninger,2021,alle,signaler,omk_R_netto_p10,0.040823620823621745
B,omkostninger,2021,alle,signaler,omk_R_netto_p50,0.09747680890537769
B,omkostninger,2021,alle,signaler,omk_R_netto_p90,0.2388181818181818
B,omkostninger,2021,alle,signaler,be_WR_pct_netto_p50,36.58256029684593
B,omkostninger,2021,alle,signaler,kontrakter_p50,9.0
B,omkostninger,2021,alle,signaler,kontrakter_p90,22.0
B,omkostninger,2021,alle,signaler,kontrakter_maks,50.0
B,omkostninger,2021,alle,signaler,kontrakter_loftet_n,9.0
B,omkostninger,2021,alle,signaler,zoner_i_vindue_n,2007.0
B,omkostninger,2021,alle,signaler,afvist_kontrakter_nul_n,0.0
B,kumulativ,2022,alle,>=0,signaler_n,2056.0
B,kumulativ,2022,alle,>=0,dage_med_signal_n,251.0
B,kumulativ,2022,alle,>=0,dage_med_signal_pct,100.0
B,kumulativ,2022,alle,>=0,ci95_lo_pct,98.4926083697406
B,kumulativ,2022,alle,>=0,ci95_hi_pct,100.0
B,kumulativ,2022,alle,>=1,signaler_n,2027.0
B,kumulativ,2022,alle,>=1,dage_med_signal_n,251.0
B,kumulativ,2022,alle,>=1,dage_med_signal_pct,100.0
