spor,tabel,periode,side,noegle,stoerrelse,vaerdi
B,kumulativ,2022,alle,>=1,ci95_lo_pct,98.4926083697406
B,kumulativ,2022,alle,>=1,ci95_hi_pct,100.0
B,kumulativ,2022,alle,>=2,signaler_n,1594.0
B,kumulativ,2022,alle,>=2,dage_med_signal_n,247.0
B,kumulativ,2022,alle,>=2,dage_med_signal_pct,98.40637450199203
B,kumulativ,2022,alle,>=2,ci95_lo_pct,95.97483159760162
B,kumulativ,2022,alle,>=2,ci95_hi_pct,99.37857013087233
B,kumulativ,2022,alle,>=3,signaler_n,1036.0
B,kumulativ,2022,alle,>=3,dage_med_signal_n,240.0
B,kumulativ,2022,alle,>=3,dage_med_signal_pct,95.61752988047809
B,kumulativ,2022,alle,>=3,ci95_lo_pct,92.32424155951139
B,kumulativ,2022,alle,>=3,ci95_hi_pct,97.53554854674596
B,kumulativ,2022,alle,>=4,signaler_n,513.0
B,kumulativ,2022,alle,>=4,dage_med_signal_n,202.0
B,kumulativ,2022,alle,>=4,dage_med_signal_pct,80.4780876494024
B,kumulativ,2022,alle,>=4,ci95_lo_pct,75.1305665336437
B,kumulativ,2022,alle,>=4,ci95_hi_pct,84.90676048058063
B,kumulativ,2022,alle,>=5,signaler_n,157.0
B,kumulativ,2022,alle,>=5,dage_med_signal_n,106.0
B,kumulativ,2022,alle,>=5,dage_med_signal_pct,42.23107569721115
B,kumulativ,2022,alle,>=5,ci95_lo_pct,36.282814821599096
B,kumulativ,2022,alle,>=5,ci95_hi_pct,48.41355280222608
B,kumulativ,2022,alle,>=6,signaler_n,19.0
B,kumulativ,2022,alle,>=6,dage_med_signal_n,18.0
B,kumulativ,2022,alle,>=6,dage_med_signal_pct,7.171314741035856
B,kumulativ,2022,alle,>=6,ci95_lo_pct,4.584024066576224
B,kumulativ,2022,alle,>=6,ci95_hi_pct,11.049797449383036
B,kumulativ,2022,alle,>=7,signaler_n,1.0
B,kumulativ,2022,alle,>=7,dage_med_signal_n,1.0
B,kumulativ,2022,alle,>=7,dage_med_signal_pct,0.398406374501992
B,kumulativ,2022,alle,>=7,ci95_lo_pct,0.07036316145222175
B,kumulativ,2022,alle,>=7,ci95_hi_pct,2.221830129123847
B,omkostninger,2022,alle,signaler,signaler_n,2056.0
B,omkostninger,2022,alle,signaler,risiko_pt_p10,9.899999999999636
B,omkostninger,2022,alle,signaler,risiko_pt_p50,22.549999999999272
B,omkostninger,2022,alle,signaler,risiko_pt_p90,47.850000000000364
B,omkostninger,2022,alle,signaler,omk_R_netto_p10,0.027450365726227586
B,omkostninger,2022,alle,signaler,omk_R_netto_p50,0.05824833702882671
B,omkostninger,2022,alle,signaler,omk_R_netto_p90,0.13267676767677253
B,omkostninger,2022,alle,signaler,be_WR_pct_netto_p50,35.27494456762756
B,omkostninger,2022,alle,signaler,kontrakter_p50,5.0
B,omkostninger,2022,alle,signaler,kontrakter_p90,12.0
B,omkostninger,2022,alle,signaler,kontrakter_maks,50.0
B,omkostninger,2022,alle,signaler,kontrakter_loftet_n,1.0
B,omkostninger,2022,alle,signaler,zoner_i_vindue_n,2059.0
B,omkostninger,2022,alle,signaler,afvist_kontrakter_nul_n,3.0
B,kumulativ,2023,alle,>=0,signaler_n,1894.0
B,kumulativ,2023,alle,>=0,dage_med_signal_n,250.0
B,kumulativ,2023,alle,>=0,dage_med_signal_pct,100.0
B,kumulativ,2023,alle,>=0,ci95_lo_pct,98.48667005045553
B,kumulativ,2023,alle,>=0,ci95_hi_pct,99.99999999999997
B,kumulativ,2023,alle,>=1,signaler_n,1868.0
B,kumulativ,2023,alle,>=1,dage_med_signal_n,250.0
B,kumulativ,2023,alle,>=1,dage_med_signal_pct,100.0
B,kumulativ,2023,alle,>=1,ci95_lo_pct,98.48667005045553
B,kumulativ,2023,alle,>=1,ci95_hi_pct,99.99999999999997
B,kumulativ,2023,alle,>=2,signaler_n,1518.0
B,kumulativ,2023,alle,>=2,dage_med_signal_n,250.0
B,kumulativ,2023,alle,>=2,dage_med_signal_pct,100.0
B,kumulativ,2023,alle,>=2,ci95_lo_pct,98.48667005045553
B,kumulativ,2023,alle,>=2,ci95_hi_pct,99.99999999999997
B,kumulativ,2023,alle,>=3,signaler_n,1003.0
B,kumulativ,2023,alle,>=3,dage_med_signal_n,238.0
B,kumulativ,2023,alle,>=3,dage_med_signal_pct,95.2
B,kumulativ,2023,alle,>=3,ci95_lo_pct,91.79876987868127
B,kumulativ,2023,alle,>=3,ci95_hi_pct,97.23317984693053
B,kumulativ,2023,alle,>=4,signaler_n,467.0
B,kumulativ,2023,alle,>=4,dage_med_signal_n,199.0
B,kumulativ,2023,alle,>=4,dage_med_signal_pct,79.6
B,kumulativ,2023,alle,>=4,ci95_lo_pct,74.17463408228052
B,kumulativ,2023,alle,>=4,ci95_hi_pct,84.12947458758916
B,kumulativ,2023,alle,>=5,signaler_n,118.0
B,kumulativ,2023,alle,>=5,dage_med_signal_n,80.0
B,kumulativ,2023,alle,>=5,dage_med_signal_pct,32.0
B,kumulativ,2023,alle,>=5,ci95_lo_pct,26.527465872568122
B,kumulativ,2023,alle,>=5,ci95_hi_pct,38.01733290926788
B,kumulativ,2023,alle,>=6,signaler_n,19.0
B,kumulativ,2023,alle,>=6,dage_med_signal_n,17.0
B,kumulativ,2023,alle,>=6,dage_med_signal_pct,6.8
B,kumulativ,2023,alle,>=6,ci95_lo_pct,4.288591857836033
B,kumulativ,2023,alle,>=6,ci95_hi_pct,10.618925218570377
B,kumulativ,2023,alle,>=7,signaler_n,1.0
B,kumulativ,2023,alle,>=7,dage_med_signal_n,1.0
B,kumulativ,2023,alle,>=7,dage_med_signal_pct,0.4
B,kumulativ,2023,alle,>=7,ci95_lo_pct,0.07064475340650966
B,kumulativ,2023,alle,>=7,ci95_hi_pct,2.230578556541592
B,omkostninger,2023,alle,signaler,signaler_n,1894.0
B,omkostninger,2023,alle,signaler,risiko_pt_p10,6.600000000000364
B,omkostninger,2023,alle,signaler,risiko_pt_p50,14.850000000000364
B,omkostninger,2023,alle,signaler,risiko_pt_p90,31.817499999999757
B,omkostninger,2023,alle,signaler,omk_R_netto_p10,0.041282963063922914
B,omkostninger,2023,alle,signaler,omk_R_netto_p50,0.08845117845117628
B,omkostninger,2023,alle,signaler,omk_R_netto_p90,0.19901515151514051
B,omkostninger,2023,alle,signaler,be_WR_pct_netto_p50,36.28170594837255
B,omkostninger,2023,alle,signaler,kontrakter_p50,8.0
B,omkostninger,2023,alle,signaler,kontrakter_p90,18.0
B,omkostninger,2023,alle,signaler,kontrakter_maks,50.0
B,omkostninger,2023,alle,signaler,kontrakter_loftet_n,10.0
B,omkostninger,2023,alle,signaler,zoner_i_vindue_n,1895.0
B,omkostninger,2023,alle,signaler,afvist_kontrakter_nul_n,1.0
